,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMEM242,113.2721345,-0.604095515,0.780718343,-0.773768825,0.439067511,0.83205697
SYCE3,7.735818015,0.101413762,1.228769432,0.082532784,0.934223049,0.987093785
KRT81,21.63354313,4.01548572,1.386657688,2.895801721,0.003781913,0.081801985
MRPL4,102.1974779,-0.399214643,0.615207717,-0.648910331,0.516396337,0.866369652
CLYBL,111.9644907,-0.666789405,0.683959995,-0.974895329,0.329612183,0.760492336
STK25,579.3202172,0.551498785,0.386288175,1.427687464,0.153381836,0.583857775
CSRNP2,338.5478109,0.843316823,0.361830344,2.330696797,0.019769353,0.221908415
41527a,1247.507467,0.554951891,0.314906266,1.762276435,0.078022603,0.446091028
XPNPEP2,259.2883203,-1.938939428,0.837381427,-2.315479381,0.020586712,0.226449154
STK35,205.0913957,-0.150806276,0.473192409,-0.318699693,0.749954247,0.94502861
NEUROD1,17.06277365,1.016285165,1.263786646,0.804158809,0.421305264,0.82058747
WWOX,314.0095465,0.120976848,0.625984594,0.193258507,0.84675652,0.968041567
ALKBH3,94.13602523,-0.134366345,0.693790445,-0.193669927,0.846434341,0.968041567
PIGV,75.40997034,0.271234216,0.717014586,0.378282704,0.705220593,0.933649586
FABP5P3,4.873431906,1.7840098,1.181694359,1.509704931,0.131118733,NA
TPPP,217.5252495,0.497598552,0.551347298,0.902513812,0.366783987,0.785858404
DNAJC4,134.1758657,0.128666441,0.51113488,0.251726983,0.801252099,0.95710525
C12orf54,11.1207357,0.414834412,1.144420519,0.362484249,0.716990192,0.937863137
GXYLT2,37.04693945,1.462570067,0.999419091,1.46342018,0.14335244,0.571276675
NOB1,231.0075814,0.566900251,0.433216585,1.308583908,0.190675335,0.631392617
TRNAU1AP,98.67681714,0.923989399,0.616361852,1.499102186,0.133847125,0.556231696
PENK,7.0337531,1.737475602,1.318168026,1.318098731,0.187470599,NA
MIR4697HG,120.3282344,-0.555760672,0.752765839,-0.738291569,0.460337289,0.842671559
PDP2,229.2093846,-0.063372675,0.517081443,-0.122558402,0.902456796,0.981318034
ARL4D,47.92789962,-0.49411595,0.756529474,-0.653135095,0.513669189,0.865302324
SPATS2L,627.2503662,0.010870428,0.302761287,0.035904287,0.971358678,0.994548408
IGLL5,195.4297029,3.009860426,1.023555468,2.940593372,0.003275843,0.07384856
FNTA,184.1187423,-0.110884832,0.599873409,-0.184847054,0.853349,0.969141461
ADM5,12.14690615,-0.095744484,1.030466419,-0.092913735,0.925972094,0.98583873
MIR218-2,4.664912084,2.435341967,1.134246614,2.147100936,0.031785247,NA
VCX3B,9.249061781,0.380283116,1.17125879,0.324678986,0.745424041,0.944654089
PHF1,198.5199515,0.727035705,0.741085706,0.981041328,0.326572362,0.757923965
CTPS1,284.841725,-0.202839278,0.356644431,-0.568743713,0.569530078,0.889217652
GPR176,153.4389508,0.158231122,0.789415967,0.200440742,0.841135898,0.96615232
RFNG,129.0694912,0.280911776,0.613050324,0.458219766,0.646794561,0.913806295
LINC00299,14.97933466,0.568145494,1.190155162,0.477370945,0.633098,0.908953987
MUL1,123.00492,-0.322971388,0.683010952,-0.472864143,0.636310108,0.910260981
MIF,183.7770776,-1.17424323,1.308246624,-0.897570235,0.369414713,0.787478601
MIPOL1,157.1224853,-0.37159712,0.724241686,-0.513084413,0.607892275,0.901925433
GPHN,309.2462531,-1.011385839,0.459707812,-2.200062329,0.027802473,0.267564931
ZNF407,494.4546352,-0.010916799,0.454770491,-0.024005074,0.980848561,0.995827801
SSR4P1,18.07418173,0.878968054,1.040362464,0.844867135,0.398185026,0.807751937
CDCP1,112.0619565,-0.860353641,0.801388306,-1.073578981,0.283011423,0.724421202
AIFM1,335.6175509,-0.568687128,0.61393856,-0.926293223,0.354293617,0.778004042
BOLA3,38.28590586,-0.196065018,1.022795775,-0.191695178,0.847980983,0.968172447
GIMAP6,187.2843624,-0.550903419,0.677839058,-0.812734841,0.416370101,0.817666578
LOC101927580,58.52937486,0.080666125,1.337206433,0.060324362,0.951897299,0.990149201
RSG1,44.23731465,0.937948577,0.949627939,0.987701118,0.323299047,0.754897288
SNORD116-13,15.7584245,-0.033785622,1.055436025,-0.032011056,0.974463234,0.994849946
PHF8,530.1663266,-0.272332777,0.423915591,-0.642422176,0.520599105,0.868310061
ADCY9,817.6951515,0.026304483,0.374582294,0.070223507,0.944015764,0.988047958
PPP1R12A,1271.012018,0.552666467,0.24570874,2.249274762,0.024495021,0.249151653
LCA5,148.4519185,-0.878956985,0.648626672,-1.355104596,0.175384235,0.616274555
KLHDC9,21.35157551,-0.464310483,0.761183374,-0.609985056,0.541871707,0.878082774
TMEM200B,94.73795328,1.559791203,0.738131409,2.113161943,0.034586909,0.297122147
LINC01594,40.86236246,-2.382547515,0.978696905,-2.434407937,0.014916174,0.189552509
RABAC1,118.7233632,0.090600446,0.686986173,0.131881033,0.895078391,0.979986032
ANGPTL6,37.20108998,0.669756794,1.234894174,0.542359667,0.587570759,0.896672763
MLKL,247.2947937,-0.112253733,0.583740827,-0.192300637,0.847506719,0.968172447
ENTPD3-AS1,34.7667118,1.56342877,0.884895843,1.766794117,0.077262714,0.444187506
TNFAIP1,225.7858298,-0.021269261,0.387468881,-0.054892824,0.956223849,0.991136165
MAK,22.22536901,1.15825867,1.144126956,1.012351525,0.311370007,0.745454203
KAZN,716.1940819,-0.114746331,0.376208221,-0.305007505,0.760360436,0.947570176
PSG3,8.533704542,0.333408744,1.421538774,0.234540732,0.814565216,0.959622274
CNOT4,304.0952655,-0.123032333,0.553317417,-0.222353985,0.82403833,0.962863063
NPHP3-AS1,46.11548949,-0.759270012,1.274819578,-0.595590173,0.551449043,0.882485881
LOC101929080,10.92107855,0.890641567,1.254281507,0.71008108,0.477653859,0.850559346
NOLC1,511.0043545,-0.908250555,0.330139962,-2.751107594,0.005939413,0.110503547
ELMOD2,108.589213,-0.21896396,0.877221092,-0.249610916,0.802888256,0.957591137
PNPLA8,247.6044608,-0.875262907,0.773045477,-1.132226929,0.257539041,0.701114005
FANCB,8.306785033,0.042110601,0.953804619,0.044150133,0.964784731,0.992849302
KIRREL,681.1220884,0.028574254,0.310438835,0.092044714,0.926662514,0.985900077
C6orf52,11.08070298,0.66892203,1.002940426,0.666960881,0.504797121,0.862502831
FAM71D,12.59089274,0.004326052,1.12358523,0.003850222,0.996927975,0.999180137
S100A9,44.98998329,2.024723879,1.060516156,1.909187209,0.056237946,0.3852192
ZBED4,246.3204294,-0.034896716,0.339789982,-0.102700839,0.918200408,0.984705841
IL12A,4.061222644,1.025371988,1.083152993,0.946654807,0.343814706,NA
HARBI1,26.44780382,0.698327822,1.158114832,0.602986684,0.546517548,0.879173646
CXCR6,12.92636055,-0.17982489,1.133217626,-0.158685222,0.873916882,0.974649042
HTATSF1,730.2996818,0.547827075,0.399455053,1.371436087,0.170239054,0.609025515
COL4A2-AS1,10.56547909,1.750224049,1.37534102,1.2725746,0.203169036,0.646788831
PGS1,222.4591133,0.324422112,0.415104779,0.781542707,0.434483369,0.829835493
DNAJC8,270.5819714,-0.135604022,0.450026097,-0.301324797,0.763166834,0.948042328
KCNK1,70.80945013,0.613101093,0.836343285,0.733073493,0.463513606,0.843848435
DOPEY2,293.946391,-0.536122677,0.520743138,-1.029533829,0.303228892,0.740010399
CTBP1-AS2,86.59971859,0.675378643,0.67007903,1.007908937,0.313498181,0.747031527
SLC10A1,7.112299956,0.036479388,1.202374966,0.030339444,0.975796339,NA
CPA6,10.35499748,-0.530422995,1.212680804,-0.43739704,0.66182343,0.919359524
SLC22A18,64.69991689,-0.185810618,0.884830742,-0.209995662,0.833671059,0.964350128
TTLL9,73.17074123,-1.11118753,0.923854777,-1.202772944,0.229064197,0.672675293
FGD5,620.6857298,-1.028489597,0.36672235,-2.804545721,0.005038754,0.099329044
LIPN,11.88701056,1.259043829,1.398575325,0.90023312,0.367996204,0.786577447
SEMA3F,167.7924085,0.101082774,0.547227244,0.184718095,0.853450152,0.969141461
ERCC6L2,491.960042,-0.674082476,0.561739662,-1.199990888,0.230142879,0.674035102
FLJ32255,29.28952778,0.842063845,0.928587511,0.906822281,0.364500785,0.784882947
HEXA-AS1,45.24483978,0.441111922,0.994815465,0.443410801,0.657468625,0.917510452
CD36,238.8169435,0.461967679,0.915682784,0.504506241,0.613905678,0.903456249
PCSK6,218.525002,0.275796243,0.590949124,0.466700486,0.640714182,0.91195771
FAM167A-AS1,15.3021741,1.584578707,1.239796915,1.278095378,0.201215798,0.644421875
CDKN2B-AS1,41.65098727,-0.791042031,1.338341034,-0.591061629,0.554479129,0.883421446
WBP1L,378.097166,0.372540461,0.370320252,1.005995378,0.314417794,0.747854968
BRPF1,376.326974,-0.170511993,0.416367625,-0.409522696,0.682156114,0.926388993
NCLN,281.2213602,0.227156723,0.386282423,0.588058657,0.556492922,0.884120855
ALOX5,61.46102516,0.682313299,1.170891361,0.582729809,0.560075203,0.885688206
CYP3A4,11.86780334,-0.551843021,1.249277882,-0.441729601,0.658684887,0.91770053
SNORD102,11.57539975,1.294388697,1.219614723,1.061309504,0.288549268,0.72887493
LOC101929099,16.9973381,-0.358361854,1.251540936,-0.286336502,0.774620403,0.951200331
NT5C3B,174.1857966,-0.5615546,0.481431607,-1.166426533,0.243442036,0.686981042
RNF113A,81.93757181,1.130628447,0.752698784,1.502099474,0.133071421,0.554642131
PPARD,290.9187061,-0.482172462,0.439065895,-1.098177898,0.272126815,0.714701399
STK40,458.5492368,0.155140637,0.433108469,0.358202732,0.720191603,0.938828327
BCOR,404.1935426,-0.118200399,0.503089542,-0.234949029,0.814248295,0.959622274
PRR5L,169.8297065,1.254145778,0.491410405,2.55213517,0.010706497,0.157785006
CD274,69.78412799,-1.65414543,0.752451527,-2.198341515,0.027924778,0.268048661
DUSP22,159.6575856,0.010707107,0.449953776,0.023796016,0.981015318,0.995827801
RBFADN,11.00076203,0.973841767,1.071638437,0.908740983,0.363486866,0.783896323
CACNA1A,421.3174545,-1.46732751,0.882126882,-1.663397342,0.096232925,0.487142317
ATP1B4,41.45776191,-0.779968941,1.094130193,-0.712866665,0.475928269,0.849582328
DCXR,191.7556006,-1.065060657,0.660540103,-1.612408773,0.106873017,0.505584938
C1orf50,40.87042876,0.761400353,0.831073433,0.916164953,0.359580384,0.782306206
LOC100131347,19.479322,1.451263271,0.933898069,1.553984658,0.120188076,0.530281571
GJD3,64.74133822,0.601544006,0.781732106,0.769501473,0.441595671,0.832884912
LINC00841,6.146264377,-0.736520998,1.210444298,-0.608471616,0.542874726,NA
FAM103A1,30.03168573,-0.249128836,0.973448755,-0.255923936,0.798009572,0.956829735
UBXN10,80.65207565,-0.798314477,0.7229659,-1.10422148,0.269497074,0.711326826
TMEM44-AS1,23.30685258,-0.545245993,0.861979078,-0.632551308,0.527026693,0.871376686
TMEM72-AS1,77.56691883,-0.338214003,0.776883526,-0.435347116,0.66331049,0.919729266
SLC16A3,241.2644672,0.875106499,0.552443394,1.584065459,0.113178824,0.518093512
CAPG,250.2209448,-0.280079654,0.633193452,-0.442328727,0.658251346,0.917658023
CHRNB1,100.0117207,0.176341591,0.731467839,0.241079076,0.809493829,0.958645155
PCOLCE2,81.08890311,-1.153054627,1.02365886,-1.126405165,0.259994062,0.702683986
NUP205,337.9817308,-0.267125034,0.482154452,-0.554023784,0.579562568,0.892769519
GNB1L,17.59139045,0.517562919,0.97018171,0.533470085,0.593708214,0.898552728
CCT3,600.4055787,-0.25117612,0.439272531,-0.571800199,0.567457342,0.889000002
PSMC4,246.5371325,-0.358248286,0.462088392,-0.775280861,0.438173716,0.831704589
ROPN1L,16.73038038,0.335242547,1.145947541,0.292546155,0.769869076,0.949915663
LINC01563,10.61079457,2.437358599,1.314635325,1.854018794,0.063736471,0.404667793
SERINC4,87.58851384,-0.567358937,1.090477504,-0.520284861,0.602865046,0.901049354
PRLR,390.4049361,-1.205851717,0.694384367,-1.736576705,0.082461914,0.455385314
CTD-2297D10.2,33.0912585,0.84887353,0.97405305,0.871485931,0.383488884,0.79747565
SHFM1,177.260901,0.616962615,0.504944498,1.221842435,0.221767218,0.664921018
TM4SF19-AS1,27.59660968,-0.824389184,1.105768831,-0.745534836,0.45594846,0.841246618
ZNF10,126.0102902,-0.215238635,0.759541318,-0.283379758,0.776885744,0.951221586
PARD3B,851.4232124,-0.949583672,0.310852466,-3.054772848,0.00225231,0.056660669
SNORD28,12.19061031,1.084817704,0.999166289,1.085722883,0.277601614,0.719821544
KIRREL2,72.50662809,-0.896517378,1.043656702,-0.85901559,0.390331915,0.801956283
ANAPC2,264.6814931,0.479772748,0.425939411,1.126387313,0.260001615,0.702683986
UBE2D4,129.6065774,0.217673162,0.786098855,0.276903039,0.781854559,0.952204439
CEP152,316.0667272,-0.728356293,0.626657908,-1.162286926,0.245118935,0.688446569
SH3KBP1,290.3547215,-0.386394408,0.443531848,-0.871176241,0.383657931,0.797645347
SOCS2,242.8088771,0.239318157,0.632692503,0.378253505,0.705242282,0.933649586
ZNF461,50.30070623,0.143664298,0.676761905,0.212281893,0.831887121,0.963901377
CNNM1,126.8974993,-0.931212444,0.848375177,-1.097642257,0.272360733,0.714856427
HLA-F,210.589439,1.343490079,0.95093264,1.412813087,0.157710689,0.589007211
DCLRE1A,89.52679395,0.32666078,0.728441587,0.448437851,0.65383723,0.916622668
C1QTNF7,84.71904937,-0.427125742,0.846863772,-0.504361807,0.614007152,0.903533028
PKI55,56.17739892,-0.757466416,0.738596008,-1.025549025,0.305104206,0.740778072
TARBP2,83.15109082,0.356559557,0.560112301,0.636585834,0.524394655,0.870377008
KBTBD13,43.33664214,1.927432432,1.168109772,1.650043924,0.098933953,0.491766536
S1PR2,57.7809463,1.553169262,0.740980491,2.096100074,0.036073314,0.304174131
UNC13A,462.5427604,1.273553048,0.818533282,1.555896475,0.119732712,0.530276689
LOC101929260,23.9203615,-0.648260124,1.415211896,-0.458065768,0.646905191,0.913806295
ADAM32,10.75993474,0.874826921,1.136169532,0.769979211,0.441312224,0.83277915
ZNF343,214.9844176,0.941738774,0.40865138,2.304504085,0.021194363,0.23047703
NSUN3,35.27378846,0.62719858,0.862690688,0.727026023,0.467210014,0.846231621
LCAT,55.68891553,0.570474322,0.706385768,0.807596002,0.419323189,0.819376517
WDR25,57.39347897,0.444280793,0.798968172,0.5560682,0.578164233,0.892322387
OGFOD2,92.30165319,0.080852849,0.63432557,0.127462699,0.898574194,0.980339313
PROM2,499.9647735,-0.522120258,0.473198504,-1.103385267,0.269859892,0.711418422
ANLN,118.173047,0.407658748,0.793283528,0.513887826,0.607330419,0.901557067
KDF1,49.39402565,0.168648686,0.885326197,0.190493275,0.848922613,0.968172447
LINC01285,6.494639335,-0.231599535,1.239754881,-0.186810746,0.851809021,NA
PALMD,376.8684667,0.460591316,0.510510507,0.902217114,0.366941546,0.786017982
TMEM220-AS1,20.2372426,1.007239174,0.890371639,1.131257028,0.257946926,0.701231578
LOC653712,10.1992878,0.81797138,1.203509136,0.679655314,0.496722737,0.857604529
LINC01429,11.69077859,1.738099025,1.309284752,1.327517962,0.184337402,0.626125734
RAX2,29.33987836,-0.056365849,1.283520728,-0.043915029,0.964972136,0.992879444
CCKBR,17.47953583,1.263368699,1.236978046,1.021334779,0.307095854,0.742456882
GOLGA1,341.0233407,-0.028643572,0.352081716,-0.081354898,0.935159716,0.987183906
RNF122,40.99678687,0.681757971,0.682137794,0.999443186,0.317580048,0.750008466
CTBP1,513.6944279,-0.219420648,0.394422505,-0.556308641,0.577999881,0.892322387
SLC18A2,10.60742795,0.124107704,1.040241574,0.119306618,0.905032441,0.981843018
FUT10,151.4292239,0.298948004,0.690268919,0.433089185,0.664949979,0.920470502
SATB1-AS1,8.903942209,1.682738919,1.183569347,1.421749325,0.155099035,0.585527768
LOC400794,9.052652154,0.096170385,1.295456743,0.074236663,0.940822074,0.987183906
MDC1,667.9033605,0.452276627,1.15004179,0.393269732,0.694120271,0.929521215
EPB41L3,650.0510908,-0.848170441,0.417660571,-2.030764932,0.042278846,0.331189774
NR1H2,384.2871755,0.449305125,0.325374538,1.380885941,0.167314033,0.605064176
LOC101927272,5.612214858,1.085509843,1.335716484,0.812679829,0.416401649,NA
GPN1,158.2440154,-0.411490049,0.583139641,-0.705645818,0.480408423,0.851854678
ZNF267,136.8371628,-0.5341047,0.661498585,-0.807416238,0.419426715,0.819376517
LOC101928961,40.49862346,0.471915099,1.353323921,0.348708163,0.727308415,0.940239802
LOC100131257,290.2258889,-0.991458773,1.015970349,-0.975873729,0.329127042,0.760030652
LOC100288181,59.03861345,0.727157895,1.045451467,0.695544383,0.486714207,0.85401249
KIAA2012,246.6271472,-0.894912163,0.998004458,-0.896701568,0.369878184,0.787640721
GNG12-AS1,17.52408486,-3.689198956,0.944919189,-3.90424811,9.45E-05,0.005682897
ADCY10P1,187.2795784,-1.524143505,0.619117034,-2.461801925,0.013824099,0.18181439
CTRL,7.37043214,0.123639896,1.126757345,0.109730721,0.912622936,0.983798586
PABPN1L,12.83368938,4.543758452,1.536093822,2.957995395,0.003096467,0.070529458
FRAT1,28.16139528,1.0349707,0.846044056,1.223305917,0.221214173,0.664336935
FAM35DP,6.312465712,-0.181507102,1.139057699,-0.15934847,0.873394335,NA
FAM83G,94.41720275,0.909331033,0.734066,1.238759229,0.215434677,0.659393056
RNASEH1-AS1,31.1218969,-0.004653237,0.724597921,-0.006421819,0.994876165,0.99895858
PDX1-AS1,20.57926868,0.111795816,1.218331533,0.091761407,0.926887607,0.985975514
ELOF1,49.17204619,-0.238677434,0.740638022,-0.322259224,0.747256321,0.944840548
RHOD,45.74930661,0.779304227,0.653182614,1.19308783,0.232834977,0.67727576
U2SURP,1139.233754,0.168895705,0.320621803,0.526775483,0.59834951,0.90035827
LINC00599,5.073764787,-0.313886094,0.913089227,-0.343762783,0.731024691,NA
CPN2,44.51224561,-1.233601544,1.177398877,-1.047734603,0.2947609,0.732562077
KHDC1,37.74407838,-0.352250062,1.127579327,-0.312394927,0.754740405,0.946440116
CLGN,56.48237856,-0.623397667,1.243728453,-0.501232938,0.616207196,0.90441172
LOC101927623,13.98636208,-1.318521792,1.389019828,-0.949246199,0.34249541,0.770929912
TNRC6A,1283.106758,0.050208209,0.20432306,0.245729528,0.805891613,0.958142539
TRPV5,60.04940324,1.483842903,1.141688782,1.299691234,0.193706816,0.635013646
SLC38A3,67.70967377,0.235892545,0.992494669,0.237676385,0.812132101,0.958824904
AFMID,300.9790613,-0.817886671,0.547784358,-1.493081462,0.135415864,0.559923051
MFSD11,162.8071829,0.414733957,0.456265742,0.908974572,0.363363548,0.783896323
BCORL1,316.897252,0.202153538,0.363649417,0.555902276,0.578277663,0.892322387
SLC9A4,178.0347474,-1.163929749,0.81967568,-1.419988146,0.155611132,0.586233411
LOC102723766,15.16242943,1.88322993,1.087307427,1.732012385,0.083271357,0.456883315
SERPINI2,18.03229265,1.849284364,1.127167513,1.640647324,0.100870645,0.494413876
DEDD,150.766269,1.228905063,0.473393061,2.595950731,0.009432959,0.146910154
TBC1D25,131.0621073,0.123326557,0.686219987,0.179718689,0.85737342,0.970078977
MMP28,68.26106517,1.598810145,1.277246704,1.251762984,0.210656242,0.655289916
BMP3,32.61941971,0.654013948,1.205703449,0.542433505,0.587519904,0.896672763
SNAP47,142.2462194,0.256296734,0.531011198,0.482657871,0.629338681,0.908527474
PCDHGB4,70.70816392,0.815097955,0.804295951,1.013430385,0.310854632,0.744995087
C14orf142,41.37939604,0.928791657,1.435461467,0.6470335,0.517610263,0.866545224
LOC101928118,50.08023995,-0.888186329,0.884490495,-1.004178489,0.315292589,0.748392096
TIGD5,48.11946839,1.401127064,1.322501673,1.059452016,0.289393971,0.729227018
KCCAT211,33.24770727,-0.336952514,1.288724054,-0.261462113,0.793736163,0.955799067
PYGL,200.4215541,-0.453848454,0.611005591,-0.742789363,0.457609217,0.842235267
VTN,40.17995956,2.414839542,1.141024189,2.116378921,0.034312593,0.295591598
FBXO7,244.4615968,-0.335693328,0.56848268,-0.590507575,0.554850409,0.883430289
C1orf141,16.33521993,-1.054439529,1.241592861,-0.849263525,0.395734672,0.80530177
CITED1,13.57248593,2.41274915,1.286113201,1.87600061,0.060655196,0.396891588
DNMT3A,690.798793,0.122034729,0.388627965,0.314014277,0.753510195,0.94603008
