ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0014074	response to purine-containing compound	31/2112	142/18903	0.000183963087863453	0.0239711901881203	0.0221050383151256	AKAP9/RAPGEF2/ITPR2/RAP1A/SLC8A1/BSG/KCNE1/P2RX1/EZR/AHR/AQP1/ADORA2A/DGKQ/SDC1/TAF1/P2RX3/HMGCS2/PER1/FBP1/AQP8/CFTR/ASS1/P2RY6/ADA/VGF/TMEM38A/KCNJ11/RYR2/RYR3/ADIPOQ/COL1A1	31
BP	GO:0006940	regulation of smooth muscle contraction	18/2112	65/18903	0.000194755092858855	0.0246313853013152	0.0227138373842626	ZDHHC21/NPNT/SPHK1/P2RX1/TNNI3/ADRA2C/DOCK4/TACR2/ADRA2A/MIR145/PRKG1/PLCE1/ADA/EDN2/ABAT/ADORA2B/MYOCD/CHRM2	18
BP	GO:0000244	spliceosomal tri-snRNP complex assembly	10/2112	25/18903	0.00019862905605641	0.0246313853013152	0.0227138373842626	RNU4-2/RNU5A-1/RNU5E-1/RNU4-1/RNU5B-1/RNU5D-1/RNU6ATAC/RNU4ATAC/DDX20/RNU5F-1	10
BP	GO:0003009	skeletal muscle contraction	14/2112	44/18903	0.00020135767096504	0.0246313853013152	0.0227138373842626	TNNI3/NR4A1/TNNT1/TNNI2/TNNT3/TNNC2/MYH7/TNNC1/MYH3/ACTN3/CAV3/TCAP/ATP2A1/JSRP1	14
BP	GO:0050878	regulation of body fluid levels	67/2112	390/18903	0.000221798287684376	0.026589178727603	0.0245192170238033	VCL/CD59/ERBB4/MYH9/FLI1/WNK1/IL6ST/THBS1/AP3B1/PROS1/UMOD/FERMT3/HSD11B2/GGCX/MERTK/P2RX1/F11/NPR3/KNG1/GUCA1B/ACTB/HGFAC/SLC22A2/SERPINE1/HPS5/ADCY6/AQP1/CYP11B2/VAV1/DDR1/ADORA2A/DGKQ/UGCG/SERPINA1/ADRA2C/SHH/WNT3A/KCNN4/F7/FOXB1/GHRHR/COMP/CD40/PLG/PLCG2/CFTR/APOE/OPRL1/ADRA2A/PRKACG/PRKG1/EDNRB/PTPRO/PRSS56/ADA/NEURL1/ABAT/MYO5B/F5/EMILIN1/VTN/VIP/GNAI2/C4BPB/PF4/PRKCE/STMN1	67
BP	GO:0010927	cellular component assembly involved in morphogenesis	27/2112	119/18903	0.000241413219316505	0.0283731536584927	0.0261643098995039	AKAP13/WDR1/VPS13B/PRKAR1A/TNNT2/PDGFRB/FHOD3/ERCC2/PLA2G3/NCMAP/ANK2/TTN/EPB41L3/TNNT1/CNTN1/TNNT3/ACTA1/MYL2/MYH7/MYH3/TMOD4/CSRP3/ADPRHL1/CAV3/TCAP/LMOD2/ANKRD23	27
BP	GO:0007389	pattern specification process	78/2112	472/18903	0.000253736179064781	0.0292479741791211	0.0269710258354082	DYNC2H1/MEIS2/WLS/ERBB4/HIPK2/EPB41L5/SKI/HOXC8/BMP1/SSBP3/BHLHE40/FEZF2/SMAD6/BMI1/BASP1/DMRT2/ETS2/HOXA6/ACD/CXXC4/NKD1/KMT2A/MDFI/RTTN/GATA4/SP8/BARX1/ZBTB16/DMRTA2/SYNGAP1/SOX1/MEIS3/NRARP/HOXD13/AXIN1/FOXH1/FOXD1/DLX2/HES4/TBX20/LRP2/SHH/IRX3/HES6/MMP21/WNT6/WNT3A/C2CD3/ENG/RIPPLY3/FOXB1/SMARCD3/HES2/NOG/HOXB4/DLX1/HOXC11/FGF1/GSC/LFNG/TBX18/RBPJ/MSX1/FOXG1/NOTO/DNAH5/CCDC39/SFRP2/TDRD15/CER1/ROBO2/TCAP/CC2D2A/TCF15/RIPPLY1/PCSK5/MESP1/DNAH11	78
BP	GO:0003231	cardiac ventricle development	28/2112	126/18903	0.000270372750629919	0.0305776276844479	0.0281971661083954	TRIP11/MDM4/TNNT2/SMAD6/JAG1/TGFBR3/MDM2/SMAD7/GATA4/TNNI3/TGFB1/FOXH1/TBX20/LRP2/ENG/SMARCD3/NOG/RBPJ/PKP2/SFRP2/MYL2/MYH7/TNNC1/ROBO2/CHD7/RYR2/MESP1/MYOCD	28
BP	GO:0072010	glomerular epithelium development	10/2112	26/18903	0.000290616007234922	0.0317402357549658	0.0292692653968575	MYO1E/BASP1/JAG1/PODXL/KLF15/EDNRB/PTPRO/MAGI2/NPHS1/ADIPOQ	10
BP	GO:0009952	anterior/posterior pattern specification	42/2112	218/18903	0.000291243404491678	0.0317402357549658	0.0292692653968575	WLS/HIPK2/EPB41L5/SKI/HOXC8/SSBP3/BHLHE40/FEZF2/BMI1/BASP1/DMRT2/ETS2/HOXA6/NKD1/KMT2A/GATA4/BARX1/ZBTB16/NRARP/HOXD13/FOXH1/HES4/SHH/HES6/WNT3A/FOXB1/HES2/NOG/HOXB4/HOXC11/LFNG/TBX18/RBPJ/MSX1/SFRP2/TDRD15/CER1/TCAP/TCF15/RIPPLY1/PCSK5/MESP1	42
BP	GO:0030049	muscle filament sliding	7/2112	14/18903	0.000362043995949	0.0387516377092555	0.0357348312542895	TNNT2/MYH2/MYL1/MYH7/TNNC1/MYH3/MYLK2	7
BP	GO:0016055	Wnt signaling pathway	75/2112	456/18903	0.00038145058360524	0.0401125403180669	0.0369897878949422	MACF1/WLS/AMFR/PLEKHA4/WNK1/DAB2/TLE3/SKI/STK11/INVS/FBXW4/LIMD1/MBD2/CPZ/EGFR/CXXC4/EGF/TPBG/NKD1/KANK1/AMOTL1/MDFI/CDH2/DDB1/CSNK1E/SEMA5A/LATS2/NFATC4/CAPRIN2/ALPK2/DAAM1/BARX1/KLF15/NFKB1/NRARP/TGFB1/RSPO4/AXIN1/TLE6/FOXD1/TLE2/SDC1/SHH/WNT6/RAB5A/PIAS4/WNT3A/DLX3/NOG/DACT3/HIC1/EGR1/PLCG2/TCF7/CTNND1/APOE/GSC/CELSR1/MIR145/FRMD8P1/TBX18/GRK6/NOTUM/DKK4/EDNRB/PTPRO/RBPJ/ZNF703/TNIK/SFRP2/MAGI2/MDFIC/PPM1N/MESP1/COL1A1	75
BP	GO:0198738	cell-cell signaling by wnt	75/2112	458/18903	0.000435289057863312	0.0442921115761967	0.0408439804517866	MACF1/WLS/AMFR/PLEKHA4/WNK1/DAB2/TLE3/SKI/STK11/INVS/FBXW4/LIMD1/MBD2/CPZ/EGFR/CXXC4/EGF/TPBG/NKD1/KANK1/AMOTL1/MDFI/CDH2/DDB1/CSNK1E/SEMA5A/LATS2/NFATC4/CAPRIN2/ALPK2/DAAM1/BARX1/KLF15/NFKB1/NRARP/TGFB1/RSPO4/AXIN1/TLE6/FOXD1/TLE2/SDC1/SHH/WNT6/RAB5A/PIAS4/WNT3A/DLX3/NOG/DACT3/HIC1/EGR1/PLCG2/TCF7/CTNND1/APOE/GSC/CELSR1/MIR145/FRMD8P1/TBX18/GRK6/NOTUM/DKK4/EDNRB/PTPRO/RBPJ/ZNF703/TNIK/SFRP2/MAGI2/MDFIC/PPM1N/MESP1/COL1A1	75
BP	GO:0032835	glomerulus development	18/2112	69/18903	0.000435975072238172	0.0442921115761967	0.0408439804517866	TEK/MYO1E/BASP1/JAG1/PODXL/PDGFRB/KLF15/AQP1/COL4A3/NOG/EGR1/PLCE1/EDNRB/PTPRO/ENPEP/MAGI2/NPHS1/ADIPOQ	18
BP	GO:0010232	vascular transport	21/2112	87/18903	0.000476955510526687	0.0460319650455686	0.0424483867120244	ABCC4/SLCO3A1/SLC4A3/SLC24A3/SLC16A7/ABCB1/SLC22A2/SLC7A2/LRP2/SLC7A5/SLC16A1/APOE/SLC13A3/SLC22A5/SLC6A13/SLC4A4/SLC22A8/ABCC2/SLC7A8/SLC4A8/SLC2A4	21
BP	GO:0150104	transport across blood-brain barrier	21/2112	87/18903	0.000476955510526687	0.0460319650455686	0.0424483867120244	ABCC4/SLCO3A1/SLC4A3/SLC24A3/SLC16A7/ABCB1/SLC22A2/SLC7A2/LRP2/SLC7A5/SLC16A1/APOE/SLC13A3/SLC22A5/SLC6A13/SLC4A4/SLC22A8/ABCC2/SLC7A8/SLC4A8/SLC2A4	21
BP	GO:0019932	second-messenger-mediated signaling	55/2112	314/18903	0.000480233177252077	0.0460319650455686	0.0424483867120244	RAPGEF2/ITPR2/ATP1B1/THBS1/CMKLR1/DEFB1/SLC8A1/EGFR/LAT/PDE4D/SPHK1/NFATC4/CXCR5/ZAP70/AHR/ITPR1/VCAM1/TNNI3/AQP1/PTPRJ/SAMD14/RCAN1/DGKQ/HOMER3/PPP1R9A/P2RX3/ANK2/GAL/PPP1R9B/GHRHR/NEUROD2/RASD2/LAT2/PLCG2/CCR9/APOE/OPRL1/KDR/PRKG1/INSL3/GIP/PLCE1/EDNRB/GUCA1A/ADA/EDN2/ADORA2B/NDNF/DYRK2/TMEM38A/ACTN3/PDE11A/RYR2/EIF2AK3/MAFA	55
BP	GO:0050920	regulation of chemotaxis	43/2112	230/18903	0.000483819452430901	0.0460319650455686	0.0424483867120244	WNK1/THBS1/CMKLR1/NEDD9/PGF/FEZF2/MYCBP2/CALR/PLXNA3/TPBG/STX4/SEMA4C/SEMA7A/PDGFRB/SEMA5A/SEMA6B/SERPINE1/ZNF580/TGFB1/WNT3A/POU4F2/F7/TNFSF14/MPP1/CCL19/FGF1/KDR/ARTN/OXSR1/PTPRO/PRSS56/DUSP1/CCL5/EDN2/RAC2/DPP4/SEMA3D/LGMN/SLC8B1/ROBO2/CYP19A1/C5/PLXNA4	43
BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	31/2112	150/18903	0.000507081022069932	0.047491306973237	0.0437941191922568	GLG1/HIPK2/DAB2/NPNT/SKI/THBS1/STK11/STUB1/SMAD6/PPARA/SNW1/TGFBR3/SMAD7/LATS2/WFIKKN1/TGFB1/AXIN1/TGFB3/PBLD/ENG/SKOR2/DLX1/EID2/TGFBR3L/ZNF703/SPRED3/EMILIN1/IL17RD/CAV3/MYOCD/FBN2	31
BP	GO:0007614	short-term memory	6/2112	11/18903	0.000541836445664246	0.0492086008380529	0.0453777221081811	RCAN1/CALB1/CHRNA7/SERPINF1/PTCHD1/SLC2A4	6
BP	GO:0033632	regulation of cell-cell adhesion mediated by integrin	6/2112	11/18903	0.000541836445664246	0.0492086008380529	0.0453777221081811	WNK1/FERMT3/PODXL/ADA/CCL5/DPP4	6
BP	GO:0055001	muscle cell development	37/2112	191/18903	0.000581435352740152	0.0520167687212608	0.0479672747405898	AKAP13/WDR1/PRKAR1A/TNNT2/SKI/HNRNPU/ACTN4/PPARA/SLC8A1/PDGFRB/FHOD3/NFATC4/GATA4/ALPK2/WFIKKN1/RCAN1/SDC1/ANK2/ENG/COMP/TBX18/SORBS2/TTN/TNNT1/TNNT3/ACTA1/MYL2/MYH7/MYH3/TMOD4/ACTN3/CSRP3/ADPRHL1/CAV3/TCAP/LMOD2/ANKRD23	37
BP	GO:0099003	vesicle-mediated transport in synapse	40/2112	212/18903	0.000618859546956766	0.0545506488891008	0.0503038928958201	NUMB/CLCN3/AP3B1/RAP1A/PRKCB/GIT1/STX4/SH3GL1/BRSK1/P2RX1/CDH2/SYT12/ACTB/BRSK2/CADPS2/ADORA2A/STX2/DGKQ/PLD1/PRRT2/RAB5A/DNM3/WNT3A/ARF6/TH/UNC13B/ITSN2/RAPGEF4/ADRA2A/CSPG5/APBA2/ADORA2B/PCDH17/PCLO/GRIN3A/RIMS2/SYT1/SLC4A8/CHRM2/SLC2A4	40
BP	GO:0060048	cardiac muscle contraction	29/2112	140/18903	0.000727067980801043	0.0622607211811391	0.057413737759191	AKAP9/ATP1B1/ATP1A1/TNNT2/SLC8A1/DSC2/PDE4D/KCNE1/KCNH2/SMAD7/GATA4/TNNI3/ANK2/SCN3B/SCN4B/PKP2/TTN/TNNI2/MYL2/MYH7/TMEM38A/TNNC1/SCN1B/CSRP3/CAV3/TCAP/MYLK2/ATP2A1/RYR2	29
BP	GO:0000395	mRNA 5'-splice site recognition	9/2112	24/18903	0.000727102182629252	0.0622607211811391	0.057413737759191	RNU11/RNVU1-19/RNVU1-7/RNVU1-1/RNVU1-15/RNVU1-8/RNU6ATAC/RNU4ATAC/RNVU1-6	9
BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	30/2112	147/18903	0.000769275274799768	0.064132125539635	0.0591394537008278	GLG1/HIPK2/DAB2/NPNT/SKI/THBS1/STK11/STUB1/SMAD6/PPARA/SNW1/TGFBR3/SMAD7/LATS2/WFIKKN1/TGFB1/AXIN1/TGFB3/PBLD/ENG/SKOR2/EID2/TGFBR3L/ZNF703/SPRED3/EMILIN1/IL17RD/CAV3/MYOCD/FBN2	30
BP	GO:0051591	response to cAMP	21/2112	90/18903	0.000770355862337959	0.064132125539635	0.0591394537008278	AKAP9/RAPGEF2/ITPR2/RAP1A/SLC8A1/BSG/KCNE1/EZR/AHR/AQP1/DGKQ/SDC1/HMGCS2/PER1/FBP1/AQP8/CFTR/ASS1/VGF/ADIPOQ/COL1A1	21
BP	GO:0003205	cardiac chamber development	33/2112	167/18903	0.000783749810322085	0.0643533748365833	0.059343478788771	TRIP11/MDM4/TEK/TNNT2/SMAD6/JAG1/TGFBR3/MDM2/SMAD7/GATA4/TNNI3/TGFB1/FOXH1/TBX20/LRP2/ANK2/ENG/SMARCD3/NOG/RBPJ/PKP2/SFRP2/MYL2/MYH7/TNNC1/ROBO2/ADPRHL1/CAV3/CHD7/RYR2/MESP1/MYOCD/DNAH11	33
BP	GO:0030178	negative regulation of Wnt signaling pathway	34/2112	174/18903	0.000810177509668087	0.0644983830813477	0.0594771981736398	AMFR/DAB2/TLE3/STK11/INVS/LIMD1/CXXC4/TPBG/NKD1/MDFI/CDH2/CSNK1E/LATS2/NFATC4/ALPK2/BARX1/AXIN1/TLE6/TLE2/SHH/NOG/DACT3/HIC1/EGR1/CTNND1/APOE/GSC/FRMD8P1/TBX18/NOTUM/DKK4/PTPRO/SFRP2/MESP1	34
BP	GO:0046683	response to organophosphorus	27/2112	128/18903	0.00081515920074742	0.0644983830813477	0.0594771981736398	AKAP9/RAPGEF2/ITPR2/RAP1A/SLC8A1/BSG/KCNE1/P2RX1/EZR/AHR/AQP1/DGKQ/SDC1/TAF1/P2RX3/HMGCS2/PER1/FBP1/AQP8/CFTR/ASS1/P2RY6/VGF/KCNJ11/RYR3/ADIPOQ/COL1A1	27
BP	GO:0010765	positive regulation of sodium ion transport	11/2112	34/18903	0.000817797316346751	0.0644983830813477	0.0594771981736398	AHCYL1/WNK1/ATP1B1/ANK3/ACTN4/SCN3B/SCN4B/PKP2/CNTN1/SCN1B/FXYD1	11
BP	GO:0030111	regulation of Wnt signaling pathway	57/2112	336/18903	0.000859606709686288	0.0663430930827851	0.0611782979080316	MACF1/WLS/AMFR/PLEKHA4/WNK1/DAB2/TLE3/SKI/STK11/INVS/LIMD1/MBD2/EGFR/CXXC4/EGF/TPBG/NKD1/KANK1/MDFI/CDH2/CSNK1E/SEMA5A/LATS2/NFATC4/CAPRIN2/ALPK2/BARX1/KLF15/NFKB1/NRARP/TGFB1/RSPO4/AXIN1/TLE6/TLE2/SHH/WNT3A/NOG/DACT3/HIC1/EGR1/CTNND1/APOE/GSC/MIR145/FRMD8P1/TBX18/NOTUM/DKK4/PTPRO/RBPJ/ZNF703/SFRP2/MDFIC/PPM1N/MESP1/COL1A1	57
BP	GO:0006376	mRNA splice site selection	14/2112	50/18903	0.000863323533609816	0.0663430930827851	0.0611782979080316	LUC7L3/RNU11/RNVU1-19/RNVU1-7/RNVU1-1/RNVU1-15/RNVU1-8/LUC7L/RNU6ATAC/CELF4/RNU4ATAC/SRSF9/RNVU1-6/ISY1	14
BP	GO:0072015	podocyte development	6/2112	12/18903	0.000981314805794979	0.0711943591083001	0.0656518939426591	MYO1E/JAG1/PODXL/MAGI2/NPHS1/ADIPOQ	6
BP	GO:0009135	purine nucleoside diphosphate metabolic process	23/2112	104/18903	0.000981502671480386	0.0711943591083001	0.0656518939426591	ZBTB20/STAT3/OGDH/ENO1/CBFA2T3/PFKFB2/PPARA/GIT1/OGDHL/PFKM/BPGM/MAGI3/ENO2/GUK1/DHTKD1/MPP1/FBP1/AK4/ALDOB/SLC4A4/AK9/ACTN3/DLG2	23
BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	23/2112	104/18903	0.000981502671480386	0.0711943591083001	0.0656518939426591	ZBTB20/STAT3/OGDH/ENO1/CBFA2T3/PFKFB2/PPARA/GIT1/OGDHL/PFKM/BPGM/MAGI3/ENO2/GUK1/DHTKD1/MPP1/FBP1/AK4/ALDOB/SLC4A4/AK9/ACTN3/DLG2	23
BP	GO:0070252	actin-mediated cell contraction	23/2112	104/18903	0.000981502671480386	0.0711943591083001	0.0656518939426591	AKAP9/EPB41L5/ATP1A1/TNNT2/DSC2/PDE4D/KCNE1/KCNH2/GATA4/ANK2/SCN3B/SCN4B/PKP2/MYH2/MYL1/MYH7/TNNC1/SCN1B/MYH3/CAV3/MYLK2/ATP2A1/RYR2	23
BP	GO:0033275	actin-myosin filament sliding	7/2112	16/18903	0.000985841142140291	0.0711943591083001	0.0656518939426591	TNNT2/MYH2/MYL1/MYH7/TNNC1/MYH3/MYLK2	7
BP	GO:1903115	regulation of actin filament-based movement	12/2112	40/18903	0.00102347368531109	0.0722360433889518	0.066612483331645	AKAP9/TNNT2/DSC2/PDE4D/GATA4/ANK2/PKP2/TNNC1/CAV3/MYLK2/ATP2A1/RYR2	12
BP	GO:0008211	glucocorticoid metabolic process	9/2112	25/18903	0.00102436831632648	0.0722360433889518	0.066612483331645	ATP1A1/CBR1/STUB1/H6PD/HSD11B2/CYP11B2/DGKQ/GAL/CYP11B1	9
BP	GO:0061458	reproductive system development	53/2112	310/18903	0.00106835115130453	0.0736726651078887	0.0679372643663881	CTNNA1/FNDC3A/ASH1L/EIF2B4/STK11/FER/RAB13/HMGB2/BASP1/PLEKHA5/DMRTA1/KCNE1/MERTK/COL9A3/PDGFRB/GNRH1/BAX/GATA4/A2M/NTRK1/HOXD13/ACSBG1/LRP2/SDC1/YBX3/SHH/IMMP2L/ARRB2/PPP1R9B/NOG/AMH/BCL2L2/FOXL2/FANCG/TFAP2C/TIPARP/SPATA22/KDR/PRKACG/LFNG/PSAPL1/INSL3/AGO4/SAFB2/VGF/SFRP2/ADAM15/ROBO2/SERPINF1/CYP19A1/CHD7/MYOCD/CSMD1	53
BP	GO:0050982	detection of mechanical stimulus	14/2112	51/18903	0.00106932296703142	0.0736726651078887	0.0679372643663881	CDH2/NTRK1/KCNK4/PKD2L2/FYN/ADGRV1/TTN/CSRP3/PIEZO2/CAV3/TCAP/PKD1L3/STRC/TRPA1	14
BP	GO:0043434	response to peptide hormone	68/2112	421/18903	0.00113815563926972	0.0775239193384401	0.0714886993038914	RANGAP1/VPS13C/AHCYL1/STAT3/EIF2B4/STK11/FER/IGF2/RAB13/MBD5/PRKCB/HADH/LPIN2/PPARA/PDK4/BSG/HSD11B2/TGFBR3/GAB1/KANK1/PCSK9/JAK3/CAPN10/SH2B2/IRS1/ERRFI1/SERPINA12/PIP4K2A/KLF15/ADCY6/NFKB1/CYP11B2/FUT7/NCOA1/KL/PCK1/GAL/POU4F2/F7/HMGCS2/GHRHR/MYO5A/TH/FBP1/EGR1/NR4A1/SLC34A1/SOCS1/KHK/MIR145/ASS1/GIP/GPR173/NCL/CYP11B1/EDNRB/SLC22A12/VGF/PCK2/GLP2R/ADIPOR1/GNAI2/CSRP3/TRIM72/STAT4/ADIPOQ/SLC2A4/COL1A1	68
BP	GO:0022407	regulation of cell-cell adhesion	77/2112	490/18903	0.00124501087045122	0.0838493837919619	0.0773217277438126	SMARCE1/SOX12/PKHD1/MYO10/EPB41L5/SMARCA2/WNK1/SART1/PRKAR1A/IL6ST/ZDHHC21/ANK3/IGF2/AP3B1/CCDC88B/DENND6A/BMI1/SPN/FERMT3/EGR3/JAG1/PPARA/ADAM8/PODXL/SMARCC2/CD5/HLA-DOA/SMAD7/RASAL3/KIF26B/JAK3/CBLB/ACTB/ZAP70/ZBTB16/VCAM1/IL4R/NRARP/VAV1/CBFB/TGFB1/FUT7/ADORA2A/IL27RA/LILRB1/SASH3/CORO1A/SHH/HLA-G/WNT3A/PCK1/PLA2G2F/EBI3/LAG3/TNFSF14/SMARCD3/MIR27A/PLG/CCL19/EPHA7/SOCS1/PRKG1/FYN/ASS1/ZNF703/ADA/CCL5/ABAT/DPP4/GTPBP4/CD274/LAPTM5/GCNT2/SPTA1/TESPA1/MAGI1/ADIPOQ	77
BP	GO:0007194	negative regulation of adenylate cyclase activity	8/2112	21/18903	0.00127511930999824	0.0846981855628119	0.0781044504838743	AKAP9/GABBR1/NPR3/PALM/EDNRB/ADGRV1/GNAI2/GALR2	8
BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	44/2112	248/18903	0.00128587502272537	0.0846981855628119	0.0781044504838743	RAPGEF2/AKAP13/ADGRL2/PTGER3/ADGRB1/ADGRF5/GABBR1/PDE4D/NPR3/PTGIR/GPR78/GPR6/ADCY6/ADORA2A/PALM/ADRA2C/MCHR1/S1PR5/LPAR2/GHRHR/S1PR4/RAPGEF4/ADCY7/OPRD1/HRH4/OPRL1/ADRA2A/PSAPL1/INSL3/GIP/GNA15/MC2R/ADORA2B/CHRM4/PTH1R/GLP2R/S1PR2/VIP/GNAI2/GALR2/GRM1/RIMS2/PF4/CHRM2	44
BP	GO:0045292	mRNA cis splicing, via spliceosome	12/2112	41/18903	0.00130175697958977	0.0848122971267506	0.07820967848771	RNU11/SNRNP200/CACTIN/SART1/RNVU1-19/RNVU1-7/RNVU1-1/RNVU1-15/RNVU1-8/RNU6ATAC/RNU4ATAC/RNVU1-6	12
BP	GO:0072006	nephron development	30/2112	152/18903	0.00135021271423374	0.0870233871948069	0.0802486356812832	ERBB4/TEK/MYO1E/NPNT/ACAT1/BASP1/UMOD/JAG1/PODXL/PDGFRB/KIF26B/KLF15/AQP1/FOXD1/CALB1/SHH/IRX3/WNT6/COL4A3/NOG/EGR1/FGF1/TMEM59L/PLCE1/EDNRB/PTPRO/ENPEP/MAGI2/NPHS1/ADIPOQ	30
BP	GO:0006939	smooth muscle contraction	24/2112	113/18903	0.00139935083376904	0.0891418481506426	0.0822021749186071	APBB2/ZDHHC21/PTGER3/NPNT/SLC8A1/SPHK1/P2RX1/TNNI3/ADRA2C/P2RX3/DOCK4/COMP/TACR2/ADRA2A/MIR145/PRKG1/PLCE1/EDNRB/ADA/EDN2/ABAT/ADORA2B/MYOCD/CHRM2	24
BP	GO:0035994	response to muscle stretch	9/2112	26/18903	0.00141282542113965	0.0891418481506426	0.0822021749186071	SLC8A1/CDH2/NFKB1/TTN/CSRP3/CAV3/TCAP/ANKRD23/RYR2	9
BP	GO:0072073	kidney epithelium development	29/2112	146/18903	0.00145194480228697	0.0906558035927929	0.0835982692632555	MYO1E/NPNT/ACAT1/SMAD6/BASP1/UMOD/JAG1/PODXL/SMAD7/KIF26B/KLF15/AQP1/FOXD1/CALB1/SDC1/SHH/IRX3/WNT6/NOG/FGF1/EPHA7/TMEM59L/EDNRB/PTPRO/CER1/MAGI2/ROBO2/NPHS1/ADIPOQ	29
BP	GO:0030322	stabilization of membrane potential	7/2112	17/18903	0.0015152159278939	0.0926755537938374	0.0854607823562931	KCNK6/KCNK17/KCNN4/KCNK15/KCNK5/KCNK4/KCNK7	7
BP	GO:0033631	cell-cell adhesion mediated by integrin	7/2112	17/18903	0.0015152159278939	0.0926755537938374	0.0854607823562931	WNK1/NPNT/FERMT3/PODXL/ADA/CCL5/DPP4	7
BP	GO:0003007	heart morphogenesis	45/2112	258/18903	0.00162647121038663	0.0979643306557248	0.090337829105107	MDM4/TEK/TNNT2/SMAD6/JAG1/TGFBR3/MDM2/SMAD7/GATA4/COL5A1/ALPK2/TEAD2/TNNI3/RTN4/TGFB1/FOXH1/TBX20/LRP2/SHH/WNT3A/C2CD3/ENG/SMARCD3/NOG/TH/RBPJ/MSX1/NOTO/PKP2/TTN/CCDC39/SFRP2/ADAM15/MYL2/MYH7/TNNC1/ROBO2/ADPRHL1/CAV3/TCAP/MYLK2/CHD7/RYR2/MESP1/DNAH11	45
BP	GO:0072310	glomerular epithelial cell development	6/2112	13/18903	0.00165071694965436	0.0979643306557248	0.090337829105107	MYO1E/JAG1/PODXL/MAGI2/NPHS1/ADIPOQ	6
BP	GO:0090235	regulation of metaphase plate congression	6/2112	13/18903	0.00165071694965436	0.0979643306557248	0.090337829105107	DYNC1H1/INCENP/HNRNPU/CDCA8/NUMA1/AURKB	6
BP	GO:0006090	pyruvate metabolic process	23/2112	108/18903	0.00167638942577313	0.0985125315498447	0.0908433526804409	ZBTB20/PDHA1/STAT3/OGDH/ENO1/LDHB/CBFA2T3/PFKFB2/PPARA/PDK4/GIT1/OGDHL/PFKM/BPGM/PCK1/ENO2/DHTKD1/FBP1/SDS/ALDOB/SLC4A4/PCK2/ACTN3	23
BP	GO:0007611	learning or memory	47/2112	273/18903	0.0017132832277043	0.0997031035617433	0.0919412389236103	MEIS2/AMFR/EHMT2/NEDD9/NTRK2/EGFR/TPBG/GIT1/KMT2A/BRSK1/SHANK2/NFATC4/B3GAT1/NTRK1/PRRT1/SYNGAP1/MAPK8IP2/RCAN1/CALB1/ATXN1/FOXB1/GATM/CHRNA7/PPP1R9B/MME/NOG/NEUROD2/TH/FOXO6/TACR2/KCNK4/APOE/OPRL1/NTSR1/FYN/GIP/VIP/LGMN/GALR2/SERPINF1/LDLR/PTCHD1/AFF2/CSMD1/DNAH11/SORCS3/SLC2A4	47
BP	GO:0032785	negative regulation of DNA-templated transcription, elongation	8/2112	22/18903	0.00180924370757452	0.10419786991933	0.0960860887108865	VHL/HEXIM1/RN7SK/HNRNPU/ZC3H4/AXIN1/SHH/NELFB	8
BP	GO:0051896	regulation of protein kinase B signaling	35/2112	189/18903	0.00182528801159987	0.10419786991933	0.0960860887108865	PKHD1/TEK/THBS1/STK11/IGF2/NTRK2/PPARA/ADAM8/EGFR/EGF/TPBG/SEMA5A/GATA4/NTRK1/RTN4/MEIS3/PTPRJ/TGFB1/LRP2/HLA-G/ARRB2/ENG/MAZ/F7/CCL19/RASD2/MIR145/PHLDA3/MAGI2/GCNT2/MIR126/CAV3/BANK1/TPTE2/CRYBA1	35
BP	GO:0007159	leukocyte cell-cell adhesion	66/2112	414/18903	0.00186226928050409	0.105306057239071	0.0971080038920256	SMARCE1/SOX12/SMARCA2/WNK1/SART1/PRKAR1A/IL6ST/ZDHHC21/IGF2/AP3B1/CCDC88B/BMI1/UMOD/SPN/FERMT3/EGR3/PPARA/ADAM8/SMARCC2/CD5/HLA-DOA/SMAD7/RASAL3/EZR/JAK3/CBLB/ACTB/ZAP70/STK10/CD177/ZBTB16/VCAM1/IL4R/NRARP/VAV1/CBFB/MADCAM1/FUT7/ADORA2A/IL27RA/LILRB1/SASH3/CORO1A/CERCAM/SHH/HLA-G/PCK1/PLA2G2F/EBI3/LAG3/TNFSF14/SMARCD3/MIR27A/CCL19/ITGB7/SOCS1/FYN/ASS1/ADA/CCL5/RAC2/DPP4/CD274/LAPTM5/SPTA1/TESPA1	66
BP	GO:0010644	cell communication by electrical coupling	10/2112	32/18903	0.00188567361299982	0.105632968563747	0.0974094652421257	ATP1B1/ATP1A1/ANK3/SLC8A1/PDE4D/GJC2/DBN1/IRX3/PKP2/RYR2	10
BP	GO:0051350	negative regulation of lyase activity	9/2112	27/18903	0.00191142002591896	0.10588619191346	0.097642975209873	AKAP9/PHPT1/GABBR1/NPR3/PALM/EDNRB/ADGRV1/GNAI2/GALR2	9
