ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	adj.P.Val	P.Value	t	B	logFC	
228879_at	5.32E-04	2.27E-06	-5.5201709	4.784962	-0.47808416	SNORD104///SNORA50C	5.32E-04	2.27E-06	-5.5201709	4.784962	-0.47808416	down
1554033_at	5.34E-04	2.29E-06	5.5178951	4.778107	0.42750295	FRMD4A	5.34E-04	2.29E-06	5.5178951	4.778107	0.42750295	up
223919_at	5.36E-04	2.30E-06	5.5153667	4.770491	0.49206562	TP53AIP1	5.36E-04	2.30E-06	5.5153667	4.770491	0.49206562	up
228138_at	5.38E-04	2.32E-06	-5.5128207	4.762823	-0.36856538	ZSCAN25	5.38E-04	2.32E-06	-5.5128207	4.762823	-0.36856538	down
220991_s_at	5.54E-04	2.40E-06	-5.5025207	4.731802	-0.30097035	RNF32	5.54E-04	2.40E-06	-5.5025207	4.731802	-0.30097035	down
204535_s_at	5.91E-04	2.59E-06	5.4795551	4.662653	0.45448425	REST	5.91E-04	2.59E-06	5.4795551	4.662653	0.45448425	up
224375_at	5.97E-04	2.63E-06	5.4747475	4.648181	0.6556919	LOC102724870	5.97E-04	2.63E-06	5.4747475	4.648181	0.6556919	up
217646_at	5.97E-04	2.63E-06	-5.474215	4.646578	-0.49379655	SURF1	5.97E-04	2.63E-06	-5.474215	4.646578	-0.49379655	down
1554613_a_at	6.06E-04	2.68E-06	5.4682585	4.628649	0.44210843	RUBCN	6.06E-04	2.68E-06	5.4682585	4.628649	0.44210843	up
64371_at	6.22E-04	2.78E-06	-5.4568443	4.594297	-0.4209536	SUGP2	6.22E-04	2.78E-06	-5.4568443	4.594297	-0.4209536	down
241456_at	6.22E-04	2.79E-06	-5.4555334	4.590352	-0.37454778	FAM78B	6.22E-04	2.79E-06	-5.4555334	4.590352	-0.37454778	down
209604_s_at	6.22E-04	2.80E-06	-5.4544486	4.587088	-0.73792139	GATA3	6.22E-04	2.80E-06	-5.4544486	4.587088	-0.73792139	down
230393_at	6.22E-04	2.81E-06	-5.4536823	4.584782	-0.67003851	CUL5	6.22E-04	2.81E-06	-5.4536823	4.584782	-0.67003851	down
220089_at	6.27E-04	2.84E-06	-5.4500146	4.573746	-0.66426184	L2HGDH	6.27E-04	2.84E-06	-5.4500146	4.573746	-0.66426184	down
230057_at	6.31E-04	2.87E-06	5.4467835	4.564024	0.45166815	LOC285178	6.31E-04	2.87E-06	5.4467835	4.564024	0.45166815	up
1559026_at	6.32E-04	2.89E-06	-5.4447099	4.557785	-0.6174606	PPP1R26-AS1	6.32E-04	2.89E-06	-5.4447099	4.557785	-0.6174606	down
232121_at	6.32E-04	2.90E-06	5.4436716	4.554661	0.48068838	TRDMT1	6.32E-04	2.90E-06	5.4436716	4.554661	0.48068838	up
1562004_x_at	6.38E-04	2.94E-06	5.4392561	4.541377	0.4076158	MYOZ3	6.38E-04	2.94E-06	5.4392561	4.541377	0.4076158	up
224530_s_at	6.38E-04	2.95E-06	5.4382151	4.538246	0.62512801	KCNIP4	6.38E-04	2.95E-06	5.4382151	4.538246	0.62512801	up
1553974_at	6.46E-04	3.01E-06	-5.4322403	4.520273	-0.56019267	C22orf39	6.46E-04	3.01E-06	-5.4322403	4.520273	-0.56019267	down
221921_s_at	6.46E-04	3.01E-06	5.4318074	4.51897	0.43744459	CADM3	6.46E-04	3.01E-06	5.4318074	4.51897	0.43744459	up
219339_s_at	6.47E-04	3.03E-06	5.4301798	4.514075	0.48785266	EHMT1	6.47E-04	3.03E-06	5.4301798	4.514075	0.48785266	up
220674_at	6.49E-04	3.05E-06	5.4278257	4.506994	0.36380419	CD22	6.49E-04	3.05E-06	5.4278257	4.506994	0.36380419	up
215871_at	6.53E-04	3.08E-06	5.42501	4.498526	0.43350483	PLA2G5	6.53E-04	3.08E-06	5.42501	4.498526	0.43350483	up
1561358_at	6.56E-04	3.12E-06	5.4211199	4.486826	0.36715548	TXLNA	6.56E-04	3.12E-06	5.4211199	4.486826	0.36715548	up
203692_s_at	6.56E-04	3.12E-06	5.4211011	4.48677	0.43933725	E2F3	6.56E-04	3.12E-06	5.4211011	4.48677	0.43933725	up
230380_at	6.58E-04	3.14E-06	-5.4188024	4.479857	-0.5246953	THAP2	6.58E-04	3.14E-06	-5.4188024	4.479857	-0.5246953	down
1555814_a_at	6.60E-04	3.16E-06	5.4166342	4.473336	0.6448825	RHOA	6.60E-04	3.16E-06	5.4166342	4.473336	0.6448825	up
204393_s_at	6.60E-04	3.17E-06	-5.4158099	4.470858	-1.39623321	ACPP	6.60E-04	3.17E-06	-5.4158099	4.470858	-1.39623321	down
1557014_a_at	6.69E-04	3.23E-06	-5.4104682	4.454796	-0.48682453	FAM201A	6.69E-04	3.23E-06	-5.4104682	4.454796	-0.48682453	down
231258_at	6.75E-04	3.27E-06	5.4063164	4.442313	0.53611521	SARAF	6.75E-04	3.27E-06	5.4063164	4.442313	0.53611521	up
210615_at	6.89E-04	3.37E-06	5.3973015	4.415211	0.65227886	NRP1	6.89E-04	3.37E-06	5.3973015	4.415211	0.65227886	up
204779_s_at	6.89E-04	3.37E-06	-5.3967032	4.413413	-0.66095725	HOXB7	6.89E-04	3.37E-06	-5.3967032	4.413413	-0.66095725	down
212503_s_at	6.89E-04	3.41E-06	-5.3932708	4.403096	-0.77813287	DIP2C	6.89E-04	3.41E-06	-5.3932708	4.403096	-0.77813287	down
217312_s_at	6.89E-04	3.42E-06	5.3921707	4.399789	0.75487278	COL7A1	6.89E-04	3.42E-06	5.3921707	4.399789	0.75487278	up
216973_s_at	6.89E-04	3.42E-06	-5.3921079	4.3996	-0.62941195	HOXB7	6.89E-04	3.42E-06	-5.3921079	4.3996	-0.62941195	down
31637_s_at	6.89E-04	3.45E-06	-5.3895777	4.391995	-0.83046883	NR1D1///THRA	6.89E-04	3.45E-06	-5.3895777	4.391995	-0.83046883	down
200722_s_at	6.89E-04	3.45E-06	5.3895516	4.391917	0.53917028	CAPRIN1	6.89E-04	3.45E-06	5.3895516	4.391917	0.53917028	up
1552264_a_at	6.89E-04	3.49E-06	5.3865504	4.382897	0.67527499	MAPK1	6.89E-04	3.49E-06	5.3865504	4.382897	0.67527499	up
236076_at	6.89E-04	3.50E-06	-5.3855636	4.379931	-0.595218	LOC257396	6.89E-04	3.50E-06	-5.3855636	4.379931	-0.595218	down
229125_at	6.89E-04	3.51E-06	-5.3844678	4.376638	-0.81291764	KANK4	6.89E-04	3.51E-06	-5.3844678	4.376638	-0.81291764	down
215787_at	6.89E-04	3.52E-06	5.3832327	4.372926	0.40387715	ACTA2	6.89E-04	3.52E-06	5.3832327	4.372926	0.40387715	up
1554212_s_at	6.89E-04	3.54E-06	5.3817686	4.368526	0.32499134	KCNS2	6.89E-04	3.54E-06	5.3817686	4.368526	0.32499134	up
1556730_at	6.89E-04	3.54E-06	-5.3815899	4.367989	-0.31345686	LOC652993	6.89E-04	3.54E-06	-5.3815899	4.367989	-0.31345686	down
1552410_at	7.04E-04	3.65E-06	5.3725805	4.340918	0.32757997	CLEC4F	7.04E-04	3.65E-06	5.3725805	4.340918	0.32757997	up
206474_at	7.12E-04	3.73E-06	5.3654585	4.319521	0.51248649	CDK17	7.12E-04	3.73E-06	5.3654585	4.319521	0.51248649	up
218993_at	7.12E-04	3.76E-06	-5.3629449	4.31197	-0.32917065	MRM3	7.12E-04	3.76E-06	-5.3629449	4.31197	-0.32917065	down
221300_at	7.12E-04	3.76E-06	5.3626539	4.311096	0.44812399	NPAP1	7.12E-04	3.76E-06	5.3626539	4.311096	0.44812399	up
240523_at	7.12E-04	3.77E-06	-5.3621937	4.309714	-0.50470455	DPH6-AS1	7.12E-04	3.77E-06	-5.3621937	4.309714	-0.50470455	down
201053_s_at	7.12E-04	3.78E-06	-5.3615124	4.307667	-0.50737634	PSMF1	7.12E-04	3.78E-06	-5.3615124	4.307667	-0.50737634	down
202364_at	7.12E-04	3.79E-06	-5.3605684	4.304831	-0.43798115	MXI1	7.12E-04	3.79E-06	-5.3605684	4.304831	-0.43798115	down
235607_at	7.12E-04	3.82E-06	-5.3583038	4.298029	-0.61454747	LOC101928963	7.12E-04	3.82E-06	-5.3583038	4.298029	-0.61454747	down
218168_s_at	7.12E-04	3.83E-06	-5.3573197	4.295073	-0.63243626	COQ8A	7.12E-04	3.83E-06	-5.3573197	4.295073	-0.63243626	down
1564277_a_at	7.12E-04	3.84E-06	5.3563818	4.292256	0.42556895	LOC101929583///LOC101928195///LOC100996643///LOC100133920///LOC286297	7.12E-04	3.84E-06	5.3563818	4.292256	0.42556895	up
210397_at	7.12E-04	3.84E-06	-5.3562613	4.291894	-0.91587608	DEFB1	7.12E-04	3.84E-06	-5.3562613	4.291894	-0.91587608	down
1555977_at	7.12E-04	3.85E-06	5.3556372	4.29002	0.53384452	MYL12A	7.12E-04	3.85E-06	5.3556372	4.29002	0.53384452	up
243785_at	7.12E-04	3.87E-06	-5.3539586	4.284978	-0.47374488	LOC100272217	7.12E-04	3.87E-06	-5.3539586	4.284978	-0.47374488	down
227285_at	7.12E-04	3.87E-06	-5.3538298	4.284591	-1.14688496	CIART	7.12E-04	3.87E-06	-5.3538298	4.284591	-1.14688496	down
223055_s_at	7.15E-04	3.92E-06	5.3496894	4.272157	0.32405596	XPO5	7.15E-04	3.92E-06	5.3496894	4.272157	0.32405596	up
244843_x_at	7.20E-04	3.97E-06	5.3463677	4.262182	0.43616199	LOC105371226	7.20E-04	3.97E-06	5.3463677	4.262182	0.43616199	up
227625_s_at	7.21E-04	3.99E-06	-5.3448449	4.257609	-0.37304569	STUB1	7.21E-04	3.99E-06	-5.3448449	4.257609	-0.37304569	down
1554897_s_at	7.21E-04	4.00E-06	5.3436026	4.253879	0.43324333	RHBDL2	7.21E-04	4.00E-06	5.3436026	4.253879	0.43324333	up
206333_at	7.21E-04	4.01E-06	5.3428348	4.251573	0.44971943	MSI1	7.21E-04	4.01E-06	5.3428348	4.251573	0.44971943	up
211762_s_at	7.21E-04	4.04E-06	5.3409233	4.245834	0.6531106	KPNA2	7.21E-04	4.04E-06	5.3409233	4.245834	0.6531106	up
1562336_at	7.21E-04	4.04E-06	5.340757	4.245334	0.34820204	CASC2	7.21E-04	4.04E-06	5.340757	4.245334	0.34820204	up
117_at	7.24E-04	4.07E-06	5.3385828	4.238807	0.5359161	HSPA6	7.24E-04	4.07E-06	5.3385828	4.238807	0.5359161	up
1569879_a_at	7.24E-04	4.10E-06	5.3363224	4.23202	0.58085681	MEGF11	7.24E-04	4.10E-06	5.3363224	4.23202	0.58085681	up
231260_at	7.24E-04	4.10E-06	-5.3357617	4.230337	-0.60895075	ZNF582-AS1	7.24E-04	4.10E-06	-5.3357617	4.230337	-0.60895075	down
218818_at	7.24E-04	4.10E-06	5.3357612	4.230335	0.4154702	FHL3	7.24E-04	4.10E-06	5.3357612	4.230335	0.4154702	up
1565660_at	7.37E-04	4.21E-06	-5.3278985	4.206732	-0.77195099	FUT6	7.37E-04	4.21E-06	-5.3278985	4.206732	-0.77195099	down
227921_at	7.37E-04	4.22E-06	-5.3270212	4.204099	-1.14858229	LOC105379499///FLJ45482	7.37E-04	4.22E-06	-5.3270212	4.204099	-1.14858229	down
202721_s_at	7.39E-04	4.25E-06	5.3250453	4.198168	0.54267679	GFPT1	7.39E-04	4.25E-06	5.3250453	4.198168	0.54267679	up
228381_at	7.47E-04	4.32E-06	-5.3193544	4.181088	-0.553995	ATF7IP2	7.47E-04	4.32E-06	-5.3193544	4.181088	-0.553995	down
1567079_at	7.47E-04	4.33E-06	5.3188651	4.179619	0.39019906	CLN6	7.47E-04	4.33E-06	5.3188651	4.179619	0.39019906	up
200611_s_at	7.47E-04	4.35E-06	5.3177425	4.17625	0.44582654	WDR1	7.47E-04	4.35E-06	5.3177425	4.17625	0.44582654	up
208980_s_at	7.47E-04	4.36E-06	5.3171232	4.174392	0.39296929	UBC	7.47E-04	4.36E-06	5.3171232	4.174392	0.39296929	up
224015_s_at	7.52E-04	4.40E-06	-5.3140064	4.165039	-0.43229333	MRPS25	7.52E-04	4.40E-06	-5.3140064	4.165039	-0.43229333	down
244871_s_at	7.53E-04	4.42E-06	5.3125862	4.160777	0.36835975	USP32	7.53E-04	4.42E-06	5.3125862	4.160777	0.36835975	up
209609_s_at	7.54E-04	4.44E-06	-5.3109799	4.155957	-0.39679898	MRPL9	7.54E-04	4.44E-06	-5.3109799	4.155957	-0.39679898	down
218789_s_at	7.71E-04	4.57E-06	-5.3020365	4.129125	-0.71881446	C11orf71	7.71E-04	4.57E-06	-5.3020365	4.129125	-0.71881446	down
1558606_s_at	7.73E-04	4.60E-06	-5.3004249	4.124291	-0.37195997	TTC5	7.73E-04	4.60E-06	-5.3004249	4.124291	-0.37195997	down
205868_s_at	7.75E-04	4.62E-06	5.2988688	4.119623	0.60439041	PTPN11	7.75E-04	4.62E-06	5.2988688	4.119623	0.60439041	up
204000_at	7.80E-04	4.66E-06	-5.2958639	4.11061	-0.42002847	GNB5	7.80E-04	4.66E-06	-5.2958639	4.11061	-0.42002847	down
1556320_at	7.80E-04	4.68E-06	5.2947018	4.107124	0.50433562	STOML1	7.80E-04	4.68E-06	5.2947018	4.107124	0.50433562	up
1563119_at	7.92E-04	4.76E-06	5.2892249	4.090697	0.35365169	HP09025	7.92E-04	4.76E-06	5.2892249	4.090697	0.35365169	up
214929_s_at	7.98E-04	4.82E-06	5.2855747	4.079751	0.5827195	KIAA1109	7.98E-04	4.82E-06	5.2855747	4.079751	0.5827195	up
244768_at	8.03E-04	4.88E-06	5.2819052	4.068748	0.41132935	DYNC1H1	8.03E-04	4.88E-06	5.2819052	4.068748	0.41132935	up
1557137_at	8.03E-04	4.88E-06	-5.2818474	4.068574	-0.73563739	TMEM17	8.03E-04	4.88E-06	-5.2818474	4.068574	-0.73563739	down
227436_at	8.06E-04	4.91E-06	-5.2799363	4.062844	-0.39859614	OTUD7B	8.06E-04	4.91E-06	-5.2799363	4.062844	-0.39859614	down
1570454_at	8.13E-04	4.96E-06	-5.2762991	4.051939	-0.66733641	EIF4EBP2	8.13E-04	4.96E-06	-5.2762991	4.051939	-0.66733641	down
233077_at	8.25E-04	5.06E-06	5.2702416	4.03378	0.40033735	NAV2-AS4	8.25E-04	5.06E-06	5.2702416	4.03378	0.40033735	up
224039_at	8.25E-04	5.07E-06	5.2697109	4.032189	0.5876106	FAM186B	8.25E-04	5.07E-06	5.2697109	4.032189	0.5876106	up
212277_at	8.39E-04	5.17E-06	-5.2636435	4.014003	-0.44605334	MTMR4	8.39E-04	5.17E-06	-5.2636435	4.014003	-0.44605334	down
228398_at	8.47E-04	5.24E-06	-5.2595412	4.001708	-0.3851701	SENP8	8.47E-04	5.24E-06	-5.2595412	4.001708	-0.3851701	down
213807_x_at	8.64E-04	5.36E-06	5.2524313	3.980403	0.82722739	MET	8.64E-04	5.36E-06	5.2524313	3.980403	0.82722739	up
228972_at	8.76E-04	5.45E-06	-5.2472027	3.964738	-0.57634223	PITPNA-AS1	8.76E-04	5.45E-06	-5.2472027	3.964738	-0.57634223	down
204547_at	8.76E-04	5.46E-06	-5.2464108	3.962365	-0.40779822	RAB40B	8.76E-04	5.46E-06	-5.2464108	3.962365	-0.40779822	down
208269_s_at	8.81E-04	5.53E-06	5.2427512	3.951402	0.44170317	ADAM28	8.81E-04	5.53E-06	5.2427512	3.951402	0.44170317	up
1568865_at	8.81E-04	5.53E-06	-5.2425497	3.950799	-0.78842628	FNTB	8.81E-04	5.53E-06	-5.2425497	3.950799	-0.78842628	down
203906_at	8.81E-04	5.54E-06	-5.2418745	3.948776	-0.49069583	IQSEC1	8.81E-04	5.54E-06	-5.2418745	3.948776	-0.49069583	down
208712_at	8.81E-04	5.58E-06	-5.2399303	3.942953	-0.68173471	CCND1	8.81E-04	5.58E-06	-5.2399303	3.942953	-0.68173471	down
209042_s_at	8.81E-04	5.58E-06	-5.2397217	3.942328	-0.33185949	UBE2G2	8.81E-04	5.58E-06	-5.2397217	3.942328	-0.33185949	down
217799_x_at	8.81E-04	5.59E-06	5.2390085	3.940192	0.60880069	UBE2H	8.81E-04	5.59E-06	5.2390085	3.940192	0.60880069	up
226833_at	8.90E-04	5.67E-06	-5.2349625	3.928073	-0.41009938	CYB5D1	8.90E-04	5.67E-06	-5.2349625	3.928073	-0.41009938	down
216392_s_at	8.90E-04	5.68E-06	5.2341964	3.925779	0.92683458	SEC23IP	8.90E-04	5.68E-06	5.2341964	3.925779	0.92683458	up
241541_at	8.98E-04	5.76E-06	-5.2297566	3.912483	-0.61104889	MIB2	8.98E-04	5.76E-06	-5.2297566	3.912483	-0.61104889	down
206262_at	8.98E-04	5.79E-06	-5.2282846	3.908075	-1.29884918	ADH1C	8.98E-04	5.79E-06	-5.2282846	3.908075	-1.29884918	down
213714_at	8.98E-04	5.79E-06	-5.2280174	3.907275	-0.90614378	CACNB2	8.98E-04	5.79E-06	-5.2280174	3.907275	-0.90614378	down
200828_s_at	9.01E-04	5.83E-06	5.2259656	3.901132	0.33869792	ZNF207	9.01E-04	5.83E-06	5.2259656	3.901132	0.33869792	up
209874_x_at	9.23E-04	6.01E-06	-5.2165942	3.873075	-0.47175327	CNNM2	9.23E-04	6.01E-06	-5.2165942	3.873075	-0.47175327	down
210594_x_at	9.23E-04	6.02E-06	5.216039	3.871413	0.55754677	MPZL1	9.23E-04	6.02E-06	5.216039	3.871413	0.55754677	up
207828_s_at	9.23E-04	6.07E-06	5.2135112	3.863846	0.68229286	CENPF	9.23E-04	6.07E-06	5.2135112	3.863846	0.68229286	up
209010_s_at	9.23E-04	6.09E-06	5.2123587	3.860397	0.49398122	TRIO	9.23E-04	6.09E-06	5.2123587	3.860397	0.49398122	up
209189_at	9.23E-04	6.09E-06	5.2122798	3.860161	1.45414211	FOS	9.23E-04	6.09E-06	5.2122798	3.860161	1.45414211	up
217230_at	9.23E-04	6.12E-06	5.2111514	3.856783	0.60536655	EZR	9.23E-04	6.12E-06	5.2111514	3.856783	0.60536655	up
211404_s_at	9.23E-04	6.14E-06	5.2100642	3.853529	0.49096843	APLP2	9.23E-04	6.14E-06	5.2100642	3.853529	0.49096843	up
223282_at	9.23E-04	6.15E-06	-5.2095297	3.85193	-0.56330554	TSHZ1	9.23E-04	6.15E-06	-5.2095297	3.85193	-0.56330554	down
239242_at	9.30E-04	6.21E-06	-5.2065172	3.842914	-0.76739061	SLC25A5-AS1	9.30E-04	6.21E-06	-5.2065172	3.842914	-0.76739061	down
242939_at	9.46E-04	6.34E-06	-5.1999746	3.823336	-0.79817049	TFDP1	9.46E-04	6.34E-06	-5.1999746	3.823336	-0.79817049	down
209875_s_at	9.46E-04	6.35E-06	5.1993968	3.821607	0.74348266	SPP1	9.46E-04	6.35E-06	5.1993968	3.821607	0.74348266	up
210924_at	9.46E-04	6.37E-06	5.1983832	3.818575	0.41219268	OLFM1	9.46E-04	6.37E-06	5.1983832	3.818575	0.41219268	up
217168_s_at	9.46E-04	6.40E-06	-5.1967124	3.813576	-0.50259901	HERPUD1	9.46E-04	6.40E-06	-5.1967124	3.813576	-0.50259901	down
202215_s_at	9.49E-04	6.46E-06	-5.1941084	3.805785	-0.52076663	NFYC	9.49E-04	6.46E-06	-5.1941084	3.805785	-0.52076663	down
209817_at	9.67E-04	6.60E-06	-5.1874322	3.785815	-0.47199589	PPP3CB	9.67E-04	6.60E-06	-5.1874322	3.785815	-0.47199589	down
1563687_a_at	9.73E-04	6.66E-06	5.1845987	3.77734	0.54491466	FRYL	9.73E-04	6.66E-06	5.1845987	3.77734	0.54491466	up
1554834_a_at	9.73E-04	6.68E-06	5.1837389	3.774768	0.658687	RASSF5	9.73E-04	6.68E-06	5.1837389	3.774768	0.658687	up
243924_at	9.75E-04	6.72E-06	-5.1818927	3.769247	-0.53765329	LINC00665	9.75E-04	6.72E-06	-5.1818927	3.769247	-0.53765329	down
1569779_at	9.75E-04	6.72E-06	5.1817107	3.768703	0.25768514	LINC01149	9.75E-04	6.72E-06	5.1817107	3.768703	0.25768514	up
230985_at	9.78E-04	6.76E-06	5.1797161	3.762738	0.51856019	C9orf131	9.78E-04	6.76E-06	5.1797161	3.762738	0.51856019	up
1569696_at	9.91E-04	6.89E-06	5.1739342	3.745449	0.45267191	CSMD2-AS1	9.91E-04	6.89E-06	5.1739342	3.745449	0.45267191	up
228662_at	9.91E-04	6.91E-06	-5.1731823	3.743201	-0.65539212	SOCS7	9.91E-04	6.91E-06	-5.1731823	3.743201	-0.65539212	down
240068_at	9.95E-04	6.96E-06	-5.1708475	3.736221	-0.50752233	LINC00323	9.95E-04	6.96E-06	-5.1708475	3.736221	-0.50752233	down
205285_s_at	9.95E-04	6.97E-06	5.1701441	3.734118	0.63334801	FYB	9.95E-04	6.97E-06	5.1701441	3.734118	0.63334801	up
217356_s_at	1.00E-03	7.06E-06	5.1664079	3.722949	0.47460614	PGK1	1.00E-03	7.06E-06	5.1664079	3.722949	0.47460614	up
224263_x_at	1.00E-03	7.06E-06	5.1663081	3.722651	0.35168613	ZAN	1.00E-03	7.06E-06	5.1663081	3.722651	0.35168613	up
235850_at	1.01E-03	7.20E-06	-5.1603031	3.704702	-0.8319106	FAM162A	1.01E-03	7.20E-06	-5.1603031	3.704702	-0.8319106	down
200889_s_at	1.01E-03	7.21E-06	5.1595034	3.702312	0.71112389	SSR1	1.01E-03	7.21E-06	5.1595034	3.702312	0.71112389	up
220633_s_at	1.01E-03	7.24E-06	5.1581793	3.698354	0.55491304	HP1BP3	1.01E-03	7.24E-06	5.1581793	3.698354	0.55491304	up
205632_s_at	1.01E-03	7.25E-06	-5.157988	3.697783	-0.77933181	PIP5K1B	1.01E-03	7.25E-06	-5.157988	3.697783	-0.77933181	down
242465_at	1.01E-03	7.25E-06	5.1579852	3.697774	0.2804862	GAPLINC	1.01E-03	7.25E-06	5.1579852	3.697774	0.2804862	up
228856_at	1.01E-03	7.26E-06	-5.1574398	3.696145	-0.61385825	ZNF747	1.01E-03	7.26E-06	-5.1574398	3.696145	-0.61385825	down
1558348_at	1.01E-03	7.27E-06	-5.1572194	3.695486	-0.42924094	DET1	1.01E-03	7.27E-06	-5.1572194	3.695486	-0.42924094	down
220440_at	1.01E-03	7.31E-06	5.1552649	3.689645	0.34807273	LGALS13	1.01E-03	7.31E-06	5.1552649	3.689645	0.34807273	up
34846_at	1.01E-03	7.33E-06	5.1544656	3.687257	0.28784065	CAMK2B	1.01E-03	7.33E-06	5.1544656	3.687257	0.28784065	up
207230_at	1.01E-03	7.35E-06	5.1538297	3.685357	0.47437121	CDON	1.01E-03	7.35E-06	5.1538297	3.685357	0.47437121	up
241299_at	1.02E-03	7.38E-06	-5.1523267	3.680865	-0.7171982	LOC102724611	1.02E-03	7.38E-06	-5.1523267	3.680865	-0.7171982	down
201060_x_at	1.02E-03	7.44E-06	5.1496465	3.672857	0.36771408	STOM	1.02E-03	7.44E-06	5.1496465	3.672857	0.36771408	up
38447_at	1.02E-03	7.45E-06	5.1494577	3.672293	0.35474574	GRK2	1.02E-03	7.45E-06	5.1494577	3.672293	0.35474574	up
209114_at	1.03E-03	7.53E-06	5.1460705	3.662174	0.8416913	TSPAN1	1.03E-03	7.53E-06	5.1460705	3.662174	0.8416913	up
209401_s_at	1.04E-03	7.65E-06	5.1411043	3.647338	0.42676114	SLC12A4	1.04E-03	7.65E-06	5.1411043	3.647338	0.42676114	up
200756_x_at	1.04E-03	7.68E-06	5.1398573	3.643614	0.52709365	CALU	1.04E-03	7.68E-06	5.1398573	3.643614	0.52709365	up
221868_at	1.05E-03	7.77E-06	-5.1360437	3.632224	-0.75186085	PAIP2B	1.05E-03	7.77E-06	-5.1360437	3.632224	-0.75186085	down
1564413_at	1.05E-03	7.78E-06	5.1358182	3.63155	0.51301631	LINC01356	1.05E-03	7.78E-06	5.1358182	3.63155	0.51301631	up
221656_s_at	1.07E-03	7.90E-06	-5.1312018	3.617764	-0.4774537	ARHGEF10L	1.07E-03	7.90E-06	-5.1312018	3.617764	-0.4774537	down
239382_at	1.07E-03	7.97E-06	5.1283954	3.609385	0.33707167	HPS1	1.07E-03	7.97E-06	5.1283954	3.609385	0.33707167	up
1562412_at	1.08E-03	8.03E-06	-5.1258323	3.601732	-0.6441532	GPR89B	1.08E-03	8.03E-06	-5.1258323	3.601732	-0.6441532	down
244741_s_at	1.08E-03	8.09E-06	-5.1234785	3.594705	-0.56618879	ZNF667-AS1	1.08E-03	8.09E-06	-5.1234785	3.594705	-0.56618879	down
1560560_at	1.08E-03	8.10E-06	5.1231642	3.593767	0.39164988	LOC101927143	1.08E-03	8.10E-06	5.1231642	3.593767	0.39164988	up
224708_at	1.08E-03	8.11E-06	-5.1227142	3.592423	-0.41025804	KIAA2013	1.08E-03	8.11E-06	-5.1227142	3.592423	-0.41025804	down
208629_s_at	1.08E-03	8.15E-06	5.121388	3.588464	0.72299356	HADHA	1.08E-03	8.15E-06	5.121388	3.588464	0.72299356	up
221945_at	1.09E-03	8.23E-06	5.1183105	3.579278	0.31157965	LOC101927826///FBXO41	1.09E-03	8.23E-06	5.1183105	3.579278	0.31157965	up
209644_x_at	1.11E-03	8.43E-06	5.1108779	3.557095	0.42604298	CDKN2A	1.11E-03	8.43E-06	5.1108779	3.557095	0.42604298	up
229754_at	1.12E-03	8.47E-06	-5.109047	3.551631	-0.61080162	TMEM44-AS1	1.12E-03	8.47E-06	-5.109047	3.551631	-0.61080162	down
229253_at	1.12E-03	8.51E-06	-5.1076858	3.54757	-0.28320601	THEM4	1.12E-03	8.51E-06	-5.1076858	3.54757	-0.28320601	down
238889_at	1.13E-03	8.60E-06	-5.1043009	3.53747	-0.35299894	AGBL5	1.13E-03	8.60E-06	-5.1043009	3.53747	-0.35299894	down
229696_at	1.13E-03	8.66E-06	-5.1021306	3.530995	-0.93634691	FECH	1.13E-03	8.66E-06	-5.1021306	3.530995	-0.93634691	down
1555363_s_at	1.14E-03	8.71E-06	-5.1004418	3.525957	-0.59159288	LINC00663	1.14E-03	8.71E-06	-5.1004418	3.525957	-0.59159288	down
226644_at	1.14E-03	8.73E-06	-5.0998706	3.524253	-0.69753142	MIB2	1.14E-03	8.73E-06	-5.0998706	3.524253	-0.69753142	down
204021_s_at	1.14E-03	8.78E-06	-5.0980224	3.51874	-0.51794844	PURA	1.14E-03	8.78E-06	-5.0980224	3.51874	-0.51794844	down
201383_s_at	1.14E-03	8.80E-06	5.0972061	3.516305	0.47001664	NBR1	1.14E-03	8.80E-06	5.0972061	3.516305	0.47001664	up
224633_s_at	1.14E-03	8.83E-06	5.0961123	3.513042	0.48346819	GPATCH4	1.14E-03	8.83E-06	5.0961123	3.513042	0.48346819	up
229535_at	1.14E-03	8.97E-06	-5.0913698	3.498897	-0.44531511	PTPMT1	1.14E-03	8.97E-06	-5.0913698	3.498897	-0.44531511	down
226197_at	1.14E-03	8.99E-06	-5.0906692	3.496808	-0.55065588	AR	1.14E-03	8.99E-06	-5.0906692	3.496808	-0.55065588	down
1555323_at	1.14E-03	8.99E-06	5.0905878	3.496565	0.42323685	ABCB9	1.14E-03	8.99E-06	5.0905878	3.496565	0.42323685	up
1568649_at	1.14E-03	8.99E-06	5.0904804	3.496245	0.49219187	LOC105370943	1.14E-03	8.99E-06	5.0904804	3.496245	0.49219187	up
244543_s_at	1.15E-03	9.13E-06	5.0855802	3.481633	0.29867555	BCDIN3D-AS1	1.15E-03	9.13E-06	5.0855802	3.481633	0.29867555	up
232055_at	1.15E-03	9.15E-06	-5.0851237	3.480272	-0.50255805	SFXN1	1.15E-03	9.15E-06	-5.0851237	3.480272	-0.50255805	down
1552879_a_at	1.15E-03	9.16E-06	-5.0845804	3.478652	-0.40770486	ATOH7	1.15E-03	9.16E-06	-5.0845804	3.478652	-0.40770486	down
