ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:2001233	regulation of apoptotic signaling pathway	40/904	374/18903	1.73582037563581e-06	0.000153984065580596	0.000118530892203858	AR/NFE2L2/THBS1/CTNNA1/TCF7L2/NRP1/CTSC/ENO1/LMNA/S100A9/MCL1/DDX3X/P4HB/S100A8/BOK/MPV17L/ACKR3/CXCL12/PPP2R1B/ZMYND11/BCLAF1/MAL/FAS/TNFRSF12A/CD44/FGA/PTPRC/CLU/SERPINE1/GNAI3/NCK1/ICAM1/CD74/SOD2/INHBA/ITGA6/MYC/HIF1A/TNFSF10/BMPR1B	40
BP	GO:0044409	entry into host	23/904	158/18903	1.84839612708051e-06	0.000161367915856235	0.000124214690444742	NRP1/CDK1/GSN/CD46/P4HB/CLDN1/EGFR/AGTR1/INSR/ITGB1/ITGB3/TRIM38/TFRC/CD86/HMGB1/PTX3/TPCN2/SCARB2/ICAM1/CD74/CXCL8/HAVCR1/DPP4	23
BP	GO:1903035	negative regulation of response to wounding	17/904	94/18903	2.01380419167481e-06	0.000173061297722054	0.000133215797021646	THBS1/SPP1/UBASH3B/PHLDB2/KLKB1/KNG1/PLG/TFPI/FGA/F11/SERPINE1/HRG/EPHA4/SERPINF2/FAP/PLAU/APOH	17
BP	GO:0050818	regulation of coagulation	15/904	75/18903	2.15579413276276e-06	0.000182413349695311	0.000140414639708046	NFE2L2/THBS1/UBASH3B/KLKB1/KNG1/PLG/TFPI/FGA/F11/SERPINE1/HRG/SERPINF2/FAP/PLAU/APOH	15
BP	GO:0061041	regulation of wound healing	21/904	137/18903	2.21165407535644e-06	0.000184304506279703	0.000141870377848223	NFE2L2/THBS1/UBASH3B/CLDN1/PHLDB2/KLKB1/ITGB1/KNG1/PLG/TFPI/FERMT1/TNFRSF12A/FGA/F11/SERPINE1/HRG/SMOC2/SERPINF2/FAP/PLAU/APOH	21
BP	GO:1990778	protein localization to cell periphery	37/904	337/18903	2.27996741967958e-06	0.000187161504600562	0.000144069583062864	AR/EZR/VPS35/SEC23A/KCNIP4/CACNB2/SLC1A1/DLG1/AMN/EGFR/EHD3/ACTB/GOPC/PID1/CCDC88A/ITGB1/HECTD1/ARL6IP5/KRT18/MAL/GPC4/WDR72/TMED2/SLMAP/PICALM/SPTBN1/MACF1/EPB41L3/TNIK/TUB/KIF5B/LYPD1/UMOD/ADAM10/RAB8B/RDX/EXOC5	37
BP	GO:0016032	viral process	43/904	421/18903	2.41759903840827e-06	0.000189796567845156	0.000146097951363295	DHX9/NRP1/KPNA2/CDK1/HSP90AB1/GSN/CD46/DDX3X/P4HB/CLDN1/EGFR/RAB1A/AGTR1/INSR/STAT1/ITGB1/ITGB3/CANX/TRIM38/TFRC/CD86/TOP2A/HMGB1/PTX3/TPCN2/SCARB2/TRIM13/IFIT1/SLC6A19/ICAM1/CD74/SLPI/APOBEC3B/LTF/JUN/CCL2/RSAD2/CXCL8/HAVCR1/ST6GAL1/PC/IFI16/DPP4	43
BP	GO:1902107	positive regulation of leukocyte differentiation	25/904	184/18903	2.43280622981352e-06	0.000189796567845156	0.000146097951363295	GATA3/RHOA/FOS/CASP8/CD46/ACTB/SMARCA2/TGFBR2/CBFB/HLA-DRA/KITLG/LIF/PTPRC/SOX13/CREB1/CD86/GLI3/HMGB1/NFKBIZ/MALT1/CD74/TRIB1/EVI2B/TYROBP/IL7R	25
BP	GO:1903708	positive regulation of hemopoiesis	25/904	184/18903	2.43280622981352e-06	0.000189796567845156	0.000146097951363295	GATA3/RHOA/FOS/CASP8/CD46/ACTB/SMARCA2/TGFBR2/CBFB/HLA-DRA/KITLG/LIF/PTPRC/SOX13/CREB1/CD86/GLI3/HMGB1/NFKBIZ/MALT1/CD74/TRIB1/EVI2B/TYROBP/IL7R	25
BP	GO:0032103	positive regulation of response to external stimulus	46/904	464/18903	2.45010114854655e-06	0.000189796567845156	0.000146097951363295	THBS1/DHX9/MET/NRP1/MAPK1/CTSC/IL6R/S100A9/S100A8/OSMR/NR1H4/AGTR1/CXCL12/NTRK3/COCH/IGF1R/LBP/PLG/ETS1/MAP3K7/PTN/PTGER3/MNDA/SERPINE1/IL6ST/C2CD4A/HMGB1/HRG/NFKBIZ/CD74/COLEC11/LY96/CD14/SMOC2/HCK/SERPINF2/ADAM10/HSP90AA1/TYROBP/LPL/CXCL8/CASP1/PLAU/IFI16/C3/APOH	46
BP	GO:0032496	response to lipopolysaccharide	37/904	339/18903	2.62237426453228e-06	0.000200320256318438	0.000154198673858901	PTAFR/RHOA/MAPK1/FOS/PABPN1/CASP8/S100A9/REN/S100A8/CLDN1/NR1H4/LBP/ADAM9/SERPINE1/CD86/HMGB1/AKAP12/MALT1/TAB2/PCK2/TRIB1/SLPI/LY96/SOD2/CD14/HMGCS2/CXCL2/SELE/LTF/IL10RA/CCL2/UMOD/HCK/CMPK2/CXCL8/CASP1/VCAM1	37
BP	GO:0031639	plasminogen activation	9/904	27/18903	2.702404929145e-06	0.000203605850825993	0.000156727795602324	THBS1/ENO1/KLKB1/FGA/F11/SERPINE1/SERPINF2/PLAU/APOH	9
BP	GO:0045471	response to ethanol	20/904	128/18903	2.83429823065122e-06	0.00021065730092678	0.000162155725230145	GATA3/RHOA/CCND1/FOS/CDK1/CASP8/ACTR2/S100A8/CLDN1/NTRK3/IGF1R/EIF4G1/OGG1/CYBB/SOD2/CD14/HMGCS2/ST6GAL1/VCAM1/RGS7	20
BP	GO:0046718	viral entry into host cell	22/904	151/18903	3.03448630007852e-06	0.000222528995339091	0.000171294089809345	NRP1/CDK1/GSN/CD46/P4HB/CLDN1/EGFR/AGTR1/INSR/ITGB1/ITGB3/TRIM38/TFRC/CD86/HMGB1/PTX3/TPCN2/SCARB2/ICAM1/CD74/HAVCR1/DPP4	22
BP	GO:0071604	transforming growth factor beta production	11/904	42/18903	3.07976563818194e-06	0.000222547251060347	0.000171308142347314	THBS1/FN1/HSP90AB1/CD46/ITGB8/FERMT1/ATF2/SERPINF2/TYROBP/HIF1A/COL3A1	11
BP	GO:0031589	cell-substrate adhesion	39/904	369/18903	3.11566151484485e-06	0.000222547251060347	0.000171308142347314	THBS1/RHOA/NRP1/FN1/TRPM7/P4HB/ITGA8/PHLDB2/LAMC1/RAB1A/DUSP3/OLFM4/ITGB1/PLG/ITGB3/ITGB8/FERMT1/L1CAM/CD44/ADAM9/NID1/FREM1/FGA/LYVE1/MACF1/SERPINE1/HRG/CDC42/ITGB2/UTRN/THY1/ITGA6/ST6GAL1/VCAM1/CORO1A/PLAU/ANGPT1/COL1A1/COL3A1	39
BP	GO:0001894	tissue homeostasis	32/904	275/18903	3.21175151584367e-06	0.000226469658168464	0.000174327457445658	PTPN11/SPP1/SLC1A1/UBASH3B/FOXC1/CLDN1/LAMC1/IGKC/ACTB/PECAM1/SERPINA3/ITGB1/ITGB3/MUC13/TFRC/RDH12/PTH1R/TUB/ADGRV1/PIGR/CUBN/NANOS1/PDK4/LTF/TJP1/ESRRB/SOX9/CORO1A/LYZ/TNFRSF11B/ANGPT1/COL3A1	32
BP	GO:0007596	blood coagulation	28/904	225/18903	3.596712848161e-06	0.000248322432347706	0.000191148865627267	NFE2L2/THBS1/CD59/FN1/UBASH3B/SERPINA1/ACTB/KLKB1/GNA13/KNG1/PLG/ITGB3/TFPI/FGA/F11/SERPINE1/IL6ST/LMAN1/HNF4A/HRG/F13A1/SERPINF2/FAP/FCER1G/PLAU/COL3A1/HBB/APOH	28
BP	GO:0061045	negative regulation of wound healing	15/904	78/18903	3.61196265233026e-06	0.000248322432347706	0.000191148865627267	THBS1/UBASH3B/PHLDB2/KLKB1/KNG1/PLG/TFPI/FGA/F11/SERPINE1/HRG/SERPINF2/FAP/PLAU/APOH	15
BP	GO:0007160	cell-matrix adhesion	29/904	238/18903	3.70234332493324e-06	0.000249871142439886	0.000192341001893439	THBS1/RHOA/NRP1/FN1/TRPM7/ITGA8/PHLDB2/DUSP3/ITGB1/ITGB3/ITGB8/FERMT1/L1CAM/CD44/ADAM9/NID1/FREM1/FGA/LYVE1/MACF1/SERPINE1/HRG/ITGB2/UTRN/THY1/ITGA6/VCAM1/PLAU/COL3A1	29
BP	GO:0033627	cell adhesion mediated by integrin	16/904	88/18903	3.72535157819466e-06	0.000249871142439886	0.000192341001893439	PTPN11/ITGA8/ITGB1/ITGB3/ITGB8/FERMT1/ADAM9/LIF/SERPINE1/HRG/ICAM1/FBN1/ITGB2/ITGA6/PLAU/DPP4	16
BP	GO:0002237	response to molecule of bacterial origin	38/904	360/18903	4.285809291297e-06	0.000283999410869078	0.000218611603926399	PTAFR/RHOA/MAPK1/FOS/PABPN1/CASP8/S100A9/REN/S100A8/CLDN1/NR1H4/LBP/ADAM9/SERPINE1/CD86/HMGB1/AKAP12/MALT1/TAB2/PCK2/TRIB1/SLPI/LY96/SOD2/CD14/HMGCS2/CXCL2/SELE/LTF/IL10RA/CCL2/UMOD/HCK/CMPK2/CXCL8/CASP1/VCAM1/FCGR2B	38
BP	GO:0031667	response to nutrient levels	46/904	474/18903	4.34315222094097e-06	0.000284373062085421	0.000218899225972739	NFE2L2/RRAGD/MAPK1/CCND1/FOS/SPP1/WNK4/SLC34A1/TNRC6A/SLC12A3/NR1H4/SLC16A1/STAT1/ADRB1/GDF15/TGFBR2/IGF1R/FAS/EIF4G1/OGG1/SLC39A5/SCNN1B/TFRC/CYBB/PRR5/ATF2/ACACB/HSD11B2/TPCN2/SLC6A19/GLUL/PCK2/SOD2/HMGCS2/SORD/AQP3/PDK4/CYP26B1/CYP24A1/LPL/VCAM1/AOC1/TNFRSF11B/IFI16/COL1A1/PKLR	46
BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	21/904	143/18903	4.45366744910809e-06	0.000288178482001112	0.000221828488920282	RHOA/FAM162A/SLC1A1/CASP8/S100A9/GSN/DDX3X/S100A8/BOK/IFT57/CYFIP2/ARL6IP5/FAS/HMGB1/LAPTM5/MAPT/MALT1/MYC/CASP1/TNFSF10/IFI16	21
BP	GO:0044403	biological process involved in symbiotic interaction	34/904	307/18903	4.81193611714039e-06	0.000307740100514793	0.000236886255362774	NRP1/CDK1/FN1/HSP90AB1/GSN/CD46/P4HB/CLDN1/EGFR/RAB5A/AGTR1/INSR/ITGB1/PLG/ITGB3/TRIM38/SCNN1B/TFRC/CD86/HMGB1/HRG/PTX3/TPCN2/SCARB2/IFIT1/ICAM1/CD74/CDC42/LTF/JUN/CXCL8/HAVCR1/PC/DPP4	34
BP	GO:0002683	negative regulation of immune system process	44/904	449/18903	5.45479681091355e-06	0.00034462767329814	0.000265280861627774	DUSP1/EZR/THBS1/RASSF5/CD59/UBASH3B/LST1/CD46/DLG1/PRKAR1A/CXCL12/DUSP3/SAMHD1/CBFB/KITLG/PTPRC/MNDA/CD86/GLI3/HMGB1/LAPTM5/YTHDF3/CD74/TRIB1/VSIG4/LTF/FBN1/CCL2/HCK/SOX9/THY1/INHBA/TYROBP/ENPP3/MYC/FCGR2B/TNFRSF11B/IFI16/ANGPT1/DPP4/IL7R/COL3A1/GPNMB/C1QC	44
BP	GO:0050817	coagulation	28/904	230/18903	5.51404277277023e-06	0.00034462767329814	0.000265280861627774	NFE2L2/THBS1/CD59/FN1/UBASH3B/SERPINA1/ACTB/KLKB1/GNA13/KNG1/PLG/ITGB3/TFPI/FGA/F11/SERPINE1/IL6ST/LMAN1/HNF4A/HRG/F13A1/SERPINF2/FAP/FCER1G/PLAU/COL3A1/HBB/APOH	28
BP	GO:0007599	hemostasis	28/904	231/18903	5.99508532988259e-06	0.000370482801284879	0.000285183124740246	NFE2L2/THBS1/CD59/FN1/UBASH3B/SERPINA1/ACTB/KLKB1/GNA13/KNG1/PLG/ITGB3/TFPI/FGA/F11/SERPINE1/IL6ST/LMAN1/HNF4A/HRG/F13A1/SERPINF2/FAP/FCER1G/PLAU/COL3A1/HBB/APOH	28
BP	GO:0010952	positive regulation of peptidase activity	25/904	194/18903	6.35694203276178e-06	0.000388479790890998	0.000299036501237051	RHOA/FAM162A/SLC1A1/FN1/CASP8/S100A9/GSN/DDX3X/S100A8/BOK/IFT57/CYFIP2/ARL6IP5/FAS/PICALM/HMGB1/LAPTM5/MAPT/MALT1/EPHA4/PCOLCE2/MYC/CASP1/TNFSF10/IFI16	25
BP	GO:0032535	regulation of cellular component size	38/904	367/18903	6.72997573394769e-06	0.000406756775128707	0.00031310540661582	EZR/RHOA/NRP1/KANK4/SPP1/WDR1/FN1/HSP90AB1/GSN/DLG1/COTL1/RAB5A/SLC12A3/ARPC5/CXCL12/CYFIP2/L1CAM/PICALM/MYO3B/SPTBN1/NCKAP1/MACF1/CREB1/PAFAH1B1/CDHR5/NCK1/MAPT/TWF1/ARPC1B/SLC12A6/NEFL/HCK/LIMA1/HSP90AA1/SEMA6D/CORO1A/RDX/IL7R	38
BP	GO:0044000	movement in host	24/904	183/18903	7.15054203451753e-06	0.00042397585016526	0.000326359974998024	NRP1/CDK1/GSN/CD46/P4HB/CLDN1/EGFR/AGTR1/INSR/ITGB1/ITGB3/TRIM38/TFRC/CD86/HMGB1/PTX3/TPCN2/SCARB2/ICAM1/CD74/CXCL8/HAVCR1/PC/DPP4	24
BP	GO:0070997	neuron death	38/904	368/18903	7.16904619370349e-06	0.00042397585016526	0.000326359974998024	VPS35/GATA3/RHOA/NRP1/CCND1/FOS/FAM162A/SLC1A1/CASP8/HSP90AB1/MCL1/TBC1D24/BOK/TFAP2A/EGR1/THRB/ARL6IP5/RRAS2/FAS/EIF4G1/PICALM/CLU/IL6ST/TFAP2B/ATF2/MAPT/SOD2/JUN/CCL2/ITGB2/NEFL/TYROBP/NTRK2/HIF1A/CORO1A/FCGR2B/ANGPT1/GPNMB	38
BP	GO:0070293	renal absorption	9/904	30/18903	7.24662197591721e-06	0.000424004477314305	0.000326382011054188	KLHL3/HNF1A/WNK4/GSN/AMN/CLCNKB/AQP3/UMOD/HBB	9
BP	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	19/904	125/18903	7.54863187520985e-06	0.000433107512540457	0.000333389170418702	RHOA/FAM162A/SLC1A1/CASP8/S100A9/GSN/DDX3X/S100A8/BOK/IFT57/ARL6IP5/FAS/HMGB1/LAPTM5/MAPT/MALT1/MYC/CASP1/TNFSF10	19
BP	GO:0090132	epithelium migration	38/904	369/18903	7.63438944988674e-06	0.000433107512540457	0.000333389170418702	NFE2L2/THBS1/MET/GATA3/RHOA/NRP1/PTPN11/LRG1/LGALS8/ENPP2/ITGB1/TGFBR2/ANLN/ITGB3/FERMT1/ETS1/ADAM9/PTN/KITLG/EGF/MACF1/HMGB1/HRG/GLUL/NANOS1/APELA/S100A2/JUN/SMOC2/SOX9/FAP/RHOB/HIF1A/CORO1A/ANGPT1/DPP4/PIK3C2A/APOH	38
BP	GO:1901342	regulation of vasculature development	37/904	355/18903	7.63844158480442e-06	0.000433107512540457	0.000333389170418702	AGO1/NFE2L2/THBS1/JAK1/NRP1/LRG1/FOXC1/GTF2I/ENPP2/STAT1/DDAH1/ADAMTS1/ITGB1/TGFBR2/ITGB3/ITGB8/COL4A2/ETS1/RAPGEF3/SERPINE1/CYBB/ATF2/HRG/GLUL/APELA/SMOC2/TJP1/S100A1/ADAM10/PPP1R16B/RHOB/CXCL8/HIF1A/GPNMB/C3/ADAM12/APOH	37
BP	GO:0072507	divalent inorganic cation homeostasis	37/904	356/18903	8.1430220065368e-06	0.000457006337101555	0.000351785547908604	CNNM2/TMEM165/SLC1A1/WNK4/UBASH3B/SLC39A14/S100A9/TRPM7/ATP13A3/TGM2/S100A8/BOK/CXCL12/MT1HL1/HSP90B1/MT2A/SLC39A6/ITGB3/MT1F/MT1G/MT1X/SLC39A5/PTPRC/MT1H/CAPN3/ERO1A/MT1E/PTH1R/TFAP2B/SLC30A8/TPCN2/SLC39A7/MT1M/UMOD/THY1/SLC30A2/CORO1A	37
BP	GO:0001819	positive regulation of cytokine production	46/904	486/18903	8.37991463915923e-06	0.000465550813286624	0.000358362750438048	THBS1/PTAFR/DHX9/GATA3/PTPN11/CD58/IL6R/CASP8/TMEM106A/CD46/DDX3X/NR1H4/RAB1A/STAT1/EGR1/LBP/FERMT1/MAP3K7/SPTBN1/PTPRC/CLU/MNDA/SERPINE1/IL6ST/CYBB/CD86/ATF2/HMGB1/LAPTM5/AKAP12/MALT1/CD74/PLA2R1/LY96/CD14/IFNGR1/RSAD2/SERPINF2/HSP90AA1/TYROBP/LPL/CASP1/HIF1A/FCER1G/IFI16/C3	46
BP	GO:0045862	positive regulation of proteolysis	38/904	372/18903	9.20261346535267e-06	0.000506143740594397	0.000389609593238405	NFE2L2/RHOA/FAM162A/CTSC/SLC1A1/ENO1/FN1/CASP8/S100A9/GSN/RNF19A/DDX3X/S100A8/CDC20/BOK/KLKB1/IFT57/CYFIP2/HECTD1/ARL6IP5/RNF144A/FAS/ADAM9/PICALM/EGF/CAPN3/CLU/HMGB1/LAPTM5/MAPT/MALT1/EPHA4/TRIB1/PCOLCE2/MYC/CASP1/TNFSF10/IFI16	38
BP	GO:0010466	negative regulation of peptidase activity	30/904	263/18903	9.61718393755354e-06	0.000516452484810872	0.000397544860078341	APLP2/SERPINB8/SFN/THBS1/COL7A1/PEBP1/DDX3X/WFDC2/SERPINA1/SERPINA3/TIMP1/KNG1/TFPI/CD44/PICALM/SERPINE1/HRG/SERPINA5/SLPI/LTF/RARRES1/SERPINF2/PI15/LXN/CSTA/CST6/SERPINA6/DPEP1/IFI16/C3	30
BP	GO:1902105	regulation of leukocyte differentiation	34/904	317/18903	9.63929818195236e-06	0.000516452484810872	0.000397544860078341	GATA3/RHOA/FOS/UBASH3B/CASP8/CD46/ACTB/SMARCA2/TGFBR2/CBFB/HLA-DRA/KITLG/LIF/PTPRC/SOX13/CREB1/CD86/GLI3/HMGB1/NFKBIZ/MALT1/CD74/TRIB1/LTF/CYP26B1/FBN1/EVI2B/INHBA/TYROBP/MYC/FCGR2B/TNFRSF11B/IL7R/C1QC	34
BP	GO:0010950	positive regulation of endopeptidase activity	23/904	174/18903	9.67174653373088e-06	0.000516452484810872	0.000397544860078341	RHOA/FAM162A/SLC1A1/CASP8/S100A9/GSN/DDX3X/S100A8/BOK/IFT57/CYFIP2/ARL6IP5/FAS/PICALM/HMGB1/LAPTM5/MAPT/MALT1/EPHA4/MYC/CASP1/TNFSF10/IFI16	23
BP	GO:0070849	response to epidermal growth factor	11/904	47/18903	1.00643101147255e-05	0.000532247169528751	0.000409702988678399	MAPK1/PTPN11/FOS/IQGAP1/FOXC1/EGFR/DUSP3/TPR/PTPN12/SOX9/COL1A1	11
BP	GO:0030198	extracellular matrix organization	34/904	318/18903	1.03110193542377e-05	0.000538170856670227	0.000414262810627302	FOXC1/ITGA8/PHLDB2/LAMC1/COL4A1/ADAMTS17/ADAMTS1/ADAMTSL3/ITGB1/PLG/ITGB3/GAS2/FERMT1/COL4A2/ELF3/NID1/WDR72/ERO1A/PTX3/ADAMTS2/DPT/SMOC2/SERPINF2/SOX9/ADAM10/FAP/CTSS/MMP7/COL14A1/TNFRSF11B/COL1A1/DPP4/COL3A1/COL5A1	34
BP	GO:0090130	tissue migration	38/904	374/18903	1.04073894937212e-05	0.000538170856670227	0.000414262810627302	NFE2L2/THBS1/MET/GATA3/RHOA/NRP1/PTPN11/LRG1/LGALS8/ENPP2/ITGB1/TGFBR2/ANLN/ITGB3/FERMT1/ETS1/ADAM9/PTN/KITLG/EGF/MACF1/HMGB1/HRG/GLUL/NANOS1/APELA/S100A2/JUN/SMOC2/SOX9/FAP/RHOB/HIF1A/CORO1A/ANGPT1/DPP4/PIK3C2A/APOH	38
BP	GO:0050870	positive regulation of T cell activation	29/904	251/18903	1.0531286772984e-05	0.000538170856670227	0.000414262810627302	GATA3/RHOA/PTPN11/CD46/HSPH1/ACTB/SMARCA2/TGFBR2/CBFB/HLA-DRA/KITLG/PTPRC/SOX13/TFRC/IL6ST/CD86/GLI3/HMGB1/NFKBIZ/NCK1/MALT1/CD74/TNFSF13B/CCL2/THY1/VCAM1/CORO1A/DPP4/IL7R	29
BP	GO:0071634	regulation of transforming growth factor beta production	10/904	39/18903	1.06655678867372e-05	0.000538170856670227	0.000414262810627302	THBS1/FN1/HSP90AB1/CD46/ITGB8/FERMT1/ATF2/SERPINF2/TYROBP/HIF1A	10
BP	GO:0097242	amyloid-beta clearance	10/904	39/18903	1.06655678867372e-05	0.000538170856670227	0.000414262810627302	MSR1/RAB5A/INSR/LRPAP1/IGF1R/PICALM/CLU/IFNGR1/ITGB2/C3	10
BP	GO:0043062	extracellular structure organization	34/904	319/18903	1.10254332421246e-05	0.00055127166210623	0.000424347296649045	FOXC1/ITGA8/PHLDB2/LAMC1/COL4A1/ADAMTS17/ADAMTS1/ADAMTSL3/ITGB1/PLG/ITGB3/GAS2/FERMT1/COL4A2/ELF3/NID1/WDR72/ERO1A/PTX3/ADAMTS2/DPT/SMOC2/SERPINF2/SOX9/ADAM10/FAP/CTSS/MMP7/COL14A1/TNFRSF11B/COL1A1/DPP4/COL3A1/COL5A1	34
BP	GO:0060249	anatomical structure homeostasis	35/904	333/18903	1.11473667242795e-05	0.000552346999851689	0.000425175049455214	PTPN11/SPP1/SLC1A1/UBASH3B/FOXC1/CLDN1/LAMC1/IGKC/ACTB/PECAM1/SERPINA3/ITGB1/PLG/ITGB3/MUC13/CAPN3/TFRC/RDH12/PTH1R/TUB/ADGRV1/PIGR/CUBN/NANOS1/PDK4/LTF/TJP1/ESRRB/SOX9/HIF1A/CORO1A/LYZ/TNFRSF11B/ANGPT1/COL3A1	35
BP	GO:0002064	epithelial cell development	26/904	213/18903	1.12487244015439e-05	0.000552392716147243	0.000425210240065878	AR/EZR/SFN/MET/MAGI2/IQGAP1/CLIC4/CLDN1/FNDC3A/PECAM1/PALLD/GSTM3/ESR1/FRZB/RAPGEF3/IL6ST/HNF4A/ICAM1/KCNE1/TJP1/SOX9/EXPH5/FOSL2/PPP1R16B/HIF1A/RDX	26
BP	GO:0010951	negative regulation of endopeptidase activity	29/904	252/18903	1.13705681022275e-05	0.000553434730639393	0.00042601234193907	APLP2/SERPINB8/SFN/THBS1/COL7A1/PEBP1/DDX3X/WFDC2/SERPINA1/SERPINA3/TIMP1/KNG1/TFPI/CD44/PICALM/SERPINE1/HRG/SERPINA5/SLPI/LTF/RARRES1/SERPINF2/LXN/CSTA/CST6/SERPINA6/DPEP1/IFI16/C3	29
BP	GO:0050863	regulation of T cell activation	38/904	376/18903	1.17557667990572e-05	0.000567164187673811	0.000436580739296472	GATA3/RHOA/PTPN11/CD46/DLG1/PRKAR1A/HSPH1/ACTB/SMARCA2/DUSP3/TGFBR2/CBFB/HLA-DRA/CLC/KITLG/PTPRC/SOX13/TFRC/IL6ST/CD86/GLI3/HMGB1/NFKBIZ/LAPTM5/NCK1/MALT1/CD74/VSIG4/TNFSF13B/CYP26B1/CCL2/THY1/VCAM1/CORO1A/FCGR2B/DPP4/IL7R/GPNMB	38
BP	GO:0045229	external encapsulating structure organization	34/904	321/18903	1.25922038342342e-05	0.000602107700786236	0.000463478884700908	FOXC1/ITGA8/PHLDB2/LAMC1/COL4A1/ADAMTS17/ADAMTS1/ADAMTSL3/ITGB1/PLG/ITGB3/GAS2/FERMT1/COL4A2/ELF3/NID1/WDR72/ERO1A/PTX3/ADAMTS2/DPT/SMOC2/SERPINF2/SOX9/ADAM10/FAP/CTSS/MMP7/COL14A1/TNFRSF11B/COL1A1/DPP4/COL3A1/COL5A1	34
BP	GO:0045765	regulation of angiogenesis	36/904	349/18903	1.26989987802188e-05	0.000602107700786236	0.000463478884700908	AGO1/NFE2L2/THBS1/JAK1/NRP1/LRG1/FOXC1/GTF2I/ENPP2/STAT1/DDAH1/ADAMTS1/ITGB1/TGFBR2/ITGB3/ITGB8/COL4A2/ETS1/RAPGEF3/SERPINE1/CYBB/ATF2/HRG/GLUL/APELA/SMOC2/TJP1/S100A1/PPP1R16B/RHOB/CXCL8/HIF1A/GPNMB/C3/ADAM12/APOH	36
BP	GO:0032102	negative regulation of response to external stimulus	42/904	436/18903	1.34733588325491e-05	0.000633363022042905	0.000487538004718959	DUSP1/THBS1/VPS35/GATA3/NRP1/SPP1/UBASH3B/PHLDB2/NR1H4/KLKB1/DUSP3/SAMHD1/CALCRL/KNG1/PLG/TFPI/TRIM38/TKFC/FGA/PTPRC/F11/SERPINE1/HRG/YTHDF3/EPHA4/TRIB1/VSIG4/LTF/PBK/CCL2/HCK/SERPINF2/SOCS3/FAP/SEMA6D/ENPP3/ST6GAL1/PLAU/FCGR2B/IFI16/DPP4/APOH	42
BP	GO:0032956	regulation of actin cytoskeleton organization	37/904	365/18903	1.42755225924291e-05	0.000661634179479305	0.000509300032510195	MET/RHOA/NRP1/KANK4/WDR1/IQGAP1/GSN/DLG1/COTL1/PHLDB2/ARPC5/CXCL12/NTRK3/CCDC88A/CYFIP2/ITGB3/MYO3B/SPTBN1/NCKAP1/RAPGEF3/ARFIP1/ARHGDIB/HRG/TPM1/NCK1/TWF1/ARPC1B/CDC42/TJP1/HCK/LIMA1/SERPINF2/RHOB/GMFB/CORO1A/RDX/GPR65	37
BP	GO:0072503	cellular divalent inorganic cation homeostasis	34/904	323/18903	1.43605878534187e-05	0.000661634179479305	0.000509300032510195	TMEM165/SLC1A1/UBASH3B/SLC39A14/S100A9/TRPM7/ATP13A3/TGM2/S100A8/BOK/CXCL12/MT1HL1/HSP90B1/MT2A/SLC39A6/ITGB3/MT1F/MT1G/MT1X/SLC39A5/PTPRC/MT1H/CAPN3/ERO1A/MT1E/PTH1R/SLC30A8/TPCN2/SLC39A7/MT1M/UMOD/THY1/SLC30A2/CORO1A	34
BP	GO:0031638	zymogen activation	13/904	67/18903	1.4435654825003e-05	0.000661634179479305	0.000509300032510195	THBS1/ENO1/KLK1/CASP8/KLKB1/CYFIP2/FGA/F11/SERPINE1/SERPINF2/PLAU/IFI16/APOH	13
BP	GO:0042886	amide transport	32/904	296/18903	1.48895540025729e-05	0.000669692286289945	0.000515502846977638	HNF1A/TCF7L2/PTPN11/ABCC4/CAMK2G/GPR27/S100A8/NR1H4/RAB1A/SNX19/SLC16A1/TAPBP/PER2/FGA/MGST1/HNF4A/TFAP2B/ACSL4/SGPP1/PLTP/SLC30A8/GLUL/SLC16A10/CD74/SLC13A3/PCK2/AQP3/UMOD/HIF1A/RAB8B/SLC14A1/MTTP	32
BP	GO:1903036	positive regulation of response to wounding	14/904	77/18903	1.49249628132136e-05	0.000669692286289945	0.000515502846977638	NFE2L2/THBS1/CLDN1/ITGB1/IGF1R/PLG/FERMT1/PTN/SERPINE1/HRG/SMOC2/SERPINF2/PLAU/APOH	14
BP	GO:0032868	response to insulin	30/904	269/18903	1.49767547661206e-05	0.000669692286289945	0.000515502846977638	PNPLA3/PTPN11/EIF4EBP2/FOS/HADHA/SLC39A14/KBTBD2/NR1H4/PID1/SORT1/INSR/STAT1/EGR1/IGF1R/SLC25A33/HSD11B2/NCK1/PCK2/HMGCS2/PDK4/KHK/SOCS3/LPL/TNFSF10/NCOA2/ERFE/USO1/COL1A1/PKLR/PIK3C2A	30
BP	GO:0010631	epithelial cell migration	37/904	366/18903	1.51706864872141e-05	0.000672893352255464	0.000517966901965833	NFE2L2/THBS1/MET/GATA3/RHOA/NRP1/PTPN11/LRG1/LGALS8/ENPP2/ITGB1/TGFBR2/ANLN/ITGB3/FERMT1/ETS1/ADAM9/PTN/KITLG/EGF/MACF1/HMGB1/HRG/GLUL/NANOS1/S100A2/JUN/SMOC2/SOX9/FAP/RHOB/HIF1A/CORO1A/ANGPT1/DPP4/PIK3C2A/APOH	37
